,did,dre,gid
3313,13,Field Goal,2009111510
3314,14,Punt,2009111510
3315,15,Punt,2009111510
3316,16,Punt,2009111510
3317,17,Touchdown,2009111510
3318,18,Fumble,2009111510
3319,19,Touchdown,2009111510
3320,20,Interception,2009111510
3321,21,Punt,2009111510
3322,22,Touchdown,2009111510
3323,23,End of Game,2009111510
3324,1,Punt,2009111511
3325,2,Punt,2009111511
3326,3,Touchdown,2009111511
3327,4,Punt,2009111511
3328,5,Punt,2009111511
3329,6,Punt,2009111511
3330,7,Touchdown,2009111511
3331,8,Field Goal,2009111511
3332,9,Punt,2009111511
3333,10,Field Goal,2009111511
3334,11,End of Half,2009111511
3335,12,Punt,2009111511
3336,13,Touchdown,2009111511
3337,14,Field Goal,2009111511
3338,15,Touchdown,2009111511
3339,16,Touchdown,2009111511
3340,17,Punt,2009111511
3341,18,Touchdown,2009111511
3342,19,Field Goal,2009111511
3343,20,Interception,2009111511
3344,1,Punt,2009111512
3345,2,Punt,2009111512
3346,3,Touchdown,2009111512
3347,4,Touchdown,2009111512
3348,5,Punt,2009111512
3349,6,Field Goal,2009111512
3350,7,Punt,2009111512
3351,8,Touchdown,2009111512
3352,9,Punt,2009111512
3353,10,Touchdown,2009111512
3354,11,Touchdown,2009111512
3355,12,Punt,2009111512
3356,13,Punt,2009111512
3357,14,Punt,2009111512
3358,15,Punt,2009111512
3359,16,End of Half,2009111512
3360,17,Interception,2009111512
3361,18,Interception,2009111512
3362,19,Fumble,2009111512
3363,20,Punt,2009111512
3364,21,Touchdown,2009111512
3365,22,Touchdown,2009111512
3366,23,Punt,2009111512
3367,24,Interception,2009111512
3368,25,Field Goal,2009111512
3369,26,Touchdown,2009111512
3370,27,Downs,2009111512
3371,28,Touchdown,2009111512
3372,29,End of Game,2009111512
3373,1,Punt,2009111600
3374,2,Punt,2009111600
3375,3,Missed FG,2009111600
3376,4,Punt,2009111600
3377,5,Punt,2009111600
3378,6,Punt,2009111600
3379,7,Punt,2009111600
3380,8,Punt,2009111600
3381,9,Punt,2009111600
3382,10,End of Half,2009111600
3383,11,Punt,2009111600
3384,12,Touchdown,2009111600
3385,13,Interception,2009111600
3386,14,Interception,2009111600
3387,15,Field Goal,2009111600
3388,16,Punt,2009111600
3389,17,Punt,2009111600
3390,18,Punt,2009111600
3391,19,Punt,2009111600
3392,20,Punt,2009111600
3393,21,Punt,2009111600
3394,22,Punt,2009111600
3395,23,Downs,2009111600
3396,24,End of Game,2009111600
3397,1,Field Goal,2009111900
3398,2,Punt,2009111900
3399,3,Punt,2009111900
3400,4,Punt,2009111900
3401,5,Punt,2009111900
3402,6,Punt,2009111900
3403,7,Punt,2009111900
3404,8,Touchdown,2009111900
3405,9,Punt,2009111900
3406,10,Touchdown,2009111900
3407,11,End of Half,2009111900
3408,12,Punt,2009111900
3409,13,Interception,2009111900
3410,14,Punt,2009111900
3411,15,Punt,2009111900
3412,16,Punt,2009111900
3413,17,Field Goal,2009111900
3414,18,Field Goal,2009111900
3415,19,Touchdown,2009111900
3416,20,Touchdown,2009111900
3417,21,Field Goal,2009111900
3418,22,Downs,2009111900
3419,23,End of Game,2009111900
3420,1,Touchdown,2009112200
3421,2,Field Goal,2009112200
3422,3,Interception,2009112200
3423,4,Field Goal,2009112200
3424,5,Punt,2009112200
3425,6,Punt,2009112200
3426,7,Interception,2009112200
3427,8,Field Goal,2009112200
3428,9,Touchdown,2009112200
3429,10,Field Goal,2009112200
3430,11,End of Half,2009112200
3431,12,Punt,2009112200
3432,13,Fumble,2009112200
3433,14,Missed FG,2009112200
3434,15,Punt,2009112200
3435,16,Field Goal,2009112200
3436,17,Field Goal,2009112200
3437,18,Interception,2009112200
3438,19,Punt,2009112200
3439,20,End of Game,2009112200
3440,1,Punt,2009112201
3441,2,Punt,2009112201
3442,3,Fumble,2009112201
3443,4,Punt,2009112201
3444,5,Punt,2009112201
3445,6,Field Goal,2009112201
3446,7,Punt,2009112201
3447,8,Punt,2009112201
3448,9,Missed FG,2009112201
3449,10,Missed FG,2009112201
3450,11,End of Half,2009112201
3451,12,Punt,2009112201
3452,13,Punt,2009112201
3453,14,Punt,2009112201
3454,15,Punt,2009112201
3455,16,Field Goal,2009112201
3456,17,Interception,2009112201
3457,18,Missed FG,2009112201
3458,19,Touchdown,2009112201
3459,20,Interception,2009112201
3460,21,Punt,2009112201
3461,22,End of Game,2009112201
3462,1,Field Goal,2009112202
3463,2,Field Goal,2009112202
3464,3,Touchdown,2009112202
3465,4,Punt,2009112202
3466,5,Touchdown,2009112202
3467,6,Interception,2009112202
3468,7,Touchdown,2009112202
3469,8,Touchdown,2009112202
3470,9,Punt,2009112202
3471,10,Touchdown,2009112202
3472,11,Punt,2009112202
3473,12,Touchdown,2009112202
3474,13,Field Goal,2009112202
3475,14,End of Half,2009112202
3476,15,Punt,2009112202
3477,16,Punt,2009112202
3478,17,Touchdown,2009112202
3479,18,Punt,2009112202
3480,19,Safety,2009112202
3481,20,Punt,2009112202
3482,21,Punt,2009112202
3483,22,Touchdown,2009112202
3484,23,Interception,2009112202
3485,24,Punt,2009112202
3486,25,Touchdown,2009112202
3487,1,Field Goal,2009112203
3488,2,Field Goal,2009112203
3489,3,Field Goal,2009112203
3490,4,Punt,2009112203
3491,5,Punt,2009112203
3492,6,Punt,2009112203
3493,7,Touchdown,2009112203
3494,8,Punt,2009112203
3495,9,Touchdown,2009112203
3496,10,Punt,2009112203
3497,11,Field Goal,2009112203
3498,12,Downs,2009112203
3499,13,Punt,2009112203
3500,14,Touchdown,2009112203
3501,15,Punt,2009112203
3502,16,Punt,2009112203
3503,17,Punt,2009112203
3504,18,Interception,2009112203
3505,19,Touchdown,2009112203
3506,20,Touchdown,2009112203
3507,21,Punt,2009112203
3508,22,Touchdown,2009112203
3509,23,End of Game,2009112203
3510,1,Interception,2009112204
3511,2,Field Goal,2009112204
3512,3,Field Goal,2009112204
3513,4,Interception,2009112204
3514,5,Field Goal,2009112204
3515,6,Touchdown,2009112204
3516,7,Fumble,2009112204
3517,8,Punt,2009112204
3518,9,Punt,2009112204
3519,10,Punt,2009112204
3520,11,Field Goal,2009112204
3521,12,Punt,2009112204
3522,13,Touchdown,2009112204
3523,14,Punt,2009112204
3524,15,Punt,2009112204
3525,16,Punt,2009112204
3526,17,Punt,2009112204
3527,18,Fumble,2009112204
3528,19,Punt,2009112204
3529,20,Touchdown,2009112204
3530,21,Interception,2009112204
3531,22,End of Game,2009112204
3532,1,Touchdown,2009112205
3533,2,Punt,2009112205
3534,3,Punt,2009112205
3535,4,Fumble,2009112205
3536,5,Punt,2009112205
3537,6,Field Goal,2009112205
3538,7,Punt,2009112205
3539,8,Touchdown,2009112205
3540,9,Punt,2009112205
3541,10,Touchdown,2009112205
3542,11,Downs,2009112205
3543,12,Interception,2009112205
3544,13,Touchdown,2009112205
3545,14,Punt,2009112205
3546,15,Punt,2009112205
3547,16,Interception,2009112205
3548,17,Field Goal,2009112205
3549,18,Punt,2009112205
3550,19,Fumble,2009112205
3551,20,Touchdown,2009112205
3552,21,Touchdown,2009112205
3553,22,Punt,2009112205
3554,23,Punt,2009112205
3555,24,Punt,2009112205
3556,25,End of Half,2009112205
3557,26,Punt,2009112205
3558,27,Field Goal,2009112205
3559,1,Punt,2009112206
3560,2,Punt,2009112206
3561,3,Punt,2009112206
3562,4,Punt,2009112206
3563,5,Punt,2009112206
3564,6,Touchdown,2009112206
3565,7,Punt,2009112206
3566,8,Touchdown,2009112206
3567,9,Fumble,2009112206
3568,10,Touchdown,2009112206
3569,11,Punt,2009112206
3570,12,End of Half,2009112206
3571,13,Punt,2009112206
3572,14,Punt,2009112206
3573,15,Touchdown,2009112206
3574,16,Field Goal,2009112206
3575,17,Touchdown,2009112206
3576,18,Touchdown,2009112206
3577,19,Punt,2009112206
3578,20,Interception,2009112206
3579,21,Punt,2009112206
3580,22,Punt,2009112206
3581,23,End of Game,2009112206
3582,1,Interception,2009112207
3583,2,Punt,2009112207
3584,3,Field Goal,2009112207
3585,4,Touchdown,2009112207
3586,5,Missed FG,2009112207
3587,6,Punt,2009112207
3588,7,Touchdown,2009112207
3589,8,Missed FG,2009112207
3590,9,Punt,2009112207
3591,10,Fumble,2009112207
3592,11,Touchdown,2009112207
3593,12,End of Half,2009112207
3594,13,Touchdown,2009112207
3595,14,Touchdown,2009112207
3596,15,Field Goal,2009112207
3597,16,Touchdown,2009112207
3598,17,Touchdown,2009112207
3599,18,Punt,2009112207
3600,19,Touchdown,2009112207
3601,20,Punt,2009112207
3602,21,Field Goal,2009112207
3603,1,Punt,2009112208
3604,2,Touchdown,2009112208
3605,3,Touchdown,2009112208
3606,4,Punt,2009112208
3607,5,Punt,2009112208
3608,6,Punt,2009112208
3609,7,Punt,2009112208
3610,8,Interception,2009112208
3611,9,Field Goal,2009112208
3612,10,Punt,2009112208
3613,11,Punt,2009112208
3614,12,Punt,2009112208
3615,13,Touchdown,2009112208
3616,14,End of Half,2009112208
3617,15,Fumble,2009112208
3618,16,Touchdown,2009112208
3619,17,Interception,2009112208
3620,18,Touchdown,2009112208
3621,19,Punt,2009112208
3622,20,Touchdown,2009112208
3623,21,Downs,2009112208
3624,22,Downs,2009112208
3625,23,Interception,2009112208
3626,24,End of Game,2009112208
3627,1,Fumble,2009112209
3628,2,Field Goal,2009112209
3629,3,Punt,2009112209
3630,4,Punt,2009112209
3631,5,Touchdown,2009112209
3632,6,Punt,2009112209
3633,7,Touchdown,2009112209
3634,8,Downs,2009112209
3635,9,Touchdown,2009112209
3636,10,Interception,2009112209
3637,11,End of Half,2009112209
3638,12,Punt,2009112209
3639,13,Punt,2009112209
3640,14,Punt,2009112209
3641,15,Punt,2009112209
3642,16,Field Goal,2009112209
3643,17,Fumble,2009112209
3644,18,Touchdown,2009112209
3645,19,Punt,2009112209
3646,20,Downs,2009112209
3647,21,Punt,2009112209
3648,22,Downs,2009112209
3649,23,End of Game,2009112209
3650,1,Fumble,2009112210
3651,2,Touchdown,2009112210
3652,3,Punt,2009112210
3653,4,Field Goal,2009112210
3654,5,Punt,2009112210
3655,6,Field Goal,2009112210
3656,7,Fumble,2009112210
3657,8,Punt,2009112210
3658,9,Interception,2009112210
3659,10,End of Half,2009112210
3660,11,Punt,2009112210
3661,12,Field Goal,2009112210
3662,13,Touchdown,2009112210
3663,14,Downs,2009112210
3664,15,Field Goal,2009112210
3665,16,Punt,2009112210
3666,17,Field Goal,2009112210
3667,18,Downs,2009112210
3668,19,Punt,2009112210
3669,20,Downs,2009112210
3670,21,Touchdown,2009112210
3671,22,End of Game,2009112210
3672,1,Punt,2009112211
3673,2,Punt,2009112211
3674,3,Fumble,2009112211
3675,4,Interception,2009112211
3676,5,Punt,2009112211
3677,6,Touchdown,2009112211
3678,7,Punt,2009112211
3679,8,Touchdown,2009112211
3680,9,Interception,2009112211
3681,10,Field Goal,2009112211
3682,11,Punt,2009112211
3683,12,Blocked Punt,2009112211
3684,13,Missed FG,2009112211
3685,14,End of Half,2009112211
3686,15,Touchdown,2009112211
3687,16,Punt,2009112211
3688,17,Punt,2009112211
3689,18,Punt,2009112211
3690,19,Interception,2009112211
3691,20,Punt,2009112211
3692,21,Interception,2009112211
3693,22,Touchdown,2009112211
3694,23,Fumble,2009112211
3695,24,Punt,2009112211
3696,25,End of Game,2009112211
3697,1,Touchdown,2009112212
3698,2,Punt,2009112212
3699,3,Fumble,2009112212
3700,4,Fumble,2009112212
3701,5,Touchdown,2009112212
3702,6,Punt,2009112212
3703,7,Punt,2009112212
3704,8,Touchdown,2009112212
3705,9,Punt,2009112212
3706,10,Missed FG,2009112212
3707,11,Field Goal,2009112212
3708,12,Missed FG,2009112212
3709,13,Fumble,2009112212
3710,14,Field Goal,2009112212
3711,15,Punt,2009112212
3712,16,Fumble,2009112212
3713,17,Punt,2009112212
3714,18,Punt,2009112212
3715,19,Interception,2009112212
3716,20,Punt,2009112212
3717,21,Touchdown,2009112212
3718,22,Fumble,2009112212
3719,23,Field Goal,2009112212
3720,24,Interception,2009112212
3721,1,Field Goal,2009112213
3722,2,Punt,2009112213
3723,3,Touchdown,2009112213
3724,4,Field Goal,2009112213
3725,5,Punt,2009112213
3726,6,Field Goal,2009112213
3727,7,Interception,2009112213
3728,8,Punt,2009112213
3729,9,Fumble,2009112213
3730,10,Field Goal,2009112213
3731,11,End of Half,2009112213
3732,12,Punt,2009112213
3733,13,Punt,2009112213
3734,14,Field Goal,2009112213
3735,15,Punt,2009112213
3736,16,Punt,2009112213
3737,17,Touchdown,2009112213
3738,18,Touchdown,2009112213
3739,19,Punt,2009112213
3740,20,Punt,2009112213
3741,21,Fumble,2009112213
3742,22,Missed FG,2009112213
3743,23,Touchdown,2009112213
3744,24,Punt,2009112213
3745,25,Punt,2009112213
3746,26,Interception,2009112213
3747,27,End of Game,2009112213
3748,1,Punt,2009112300
3749,2,Punt,2009112300
3750,3,Touchdown,2009112300
3751,4,Punt,2009112300
3752,5,Punt,2009112300
3753,6,Touchdown,2009112300
3754,7,Punt,2009112300
3755,8,Punt,2009112300
3756,9,Touchdown,2009112300
3757,10,Touchdown,2009112300
3758,11,End of Half,2009112300
3759,12,Fumble,2009112300
3760,13,Missed FG,2009112300
3761,14,Field Goal,2009112300
3762,15,Field Goal,2009112300
3763,16,Missed FG,2009112300
3764,17,Punt,2009112300
3765,18,Punt,2009112300
3766,19,Punt,2009112300
3767,20,Field Goal,2009112300
3768,21,Missed FG,2009112300
3769,22,End of Game,2009112300
3770,1,Fumble,2009112600
3771,2,Touchdown,2009112600
3772,3,Missed FG,2009112600
3773,4,Interception,2009112600
3774,5,Touchdown,2009112600
3775,6,Punt,2009112600
3776,7,Field Goal,2009112600
3777,8,Interception,2009112600
3778,9,Field Goal,2009112600
3779,10,Downs,2009112600
3780,11,Interception,2009112600
3781,12,Fumble,2009112600
3782,13,Punt,2009112600
3783,14,Touchdown,2009112600
3784,15,Missed FG,2009112600
3785,16,Touchdown,2009112600
3786,17,Punt,2009112600
3787,18,Punt,2009112600
3788,19,Downs,2009112600
3789,20,Safety,2009112600
3790,21,Field Goal,2009112600
3791,22,Punt,2009112600
3792,23,Interception,2009112600
3793,24,Fumble,2009112600
3794,25,Punt,2009112600
3795,26,End of Game,2009112600
3796,1,Punt,2009112601
3797,2,Punt,2009112601
3798,3,Punt,2009112601
3799,4,Punt,2009112601
3800,5,Punt,2009112601
3801,6,Field Goal,2009112601
3802,7,Punt,2009112601
3803,8,Touchdown,2009112601
3804,9,Punt,2009112601
3805,10,Missed FG,2009112601
3806,11,Punt,2009112601
3807,12,Touchdown,2009112601
3808,13,Fumble,2009112601
3809,14,Punt,2009112601
3810,15,Touchdown,2009112601
3811,16,Punt,2009112601
3812,17,Punt,2009112601
3813,18,Touchdown,2009112601
3814,19,Punt,2009112601
3815,20,Punt,2009112601
3816,21,Punt,2009112601
3817,22,Punt,2009112601
3818,23,Downs,2009112601
3819,24,End of Game,2009112601
3820,1,Punt,2009112602
3821,2,Punt,2009112602
3822,3,Punt,2009112602
3823,4,Field Goal,2009112602
3824,5,Punt,2009112602
3825,6,Field Goal,2009112602
3826,7,Fumble,2009112602
3827,8,Touchdown,2009112602
3828,9,Punt,2009112602
3829,10,Field Goal,2009112602
3830,11,Punt,2009112602
3831,12,End of Half,2009112602
3832,13,Interception,2009112602
3833,14,Field Goal,2009112602
3834,15,Punt,2009112602
3835,16,Field Goal,2009112602
3836,17,Touchdown,2009112602
3837,18,Fumble,2009112602
3838,19,Field Goal,2009112602
3839,20,Interception,2009112602
3840,21,Punt,2009112602
3841,22,End of Game,2009112602
3842,1,Punt,2009112900
3843,2,Punt,2009112900
3844,3,Field Goal,2009112900
3845,4,Punt,2009112900
3846,5,Touchdown,2009112900
3847,6,Touchdown,2009112900
3848,7,Punt,2009112900
3849,8,Field Goal,2009112900
3850,9,End of Half,2009112900
3851,10,Punt,2009112900
3852,11,Blocked Punt,2009112900
3853,12,Touchdown,2009112900
3854,13,Field Goal,2009112900
3855,14,Punt,2009112900
3856,15,Fumble,2009112900
3857,16,Punt,2009112900
3858,17,Punt,2009112900
3859,18,Downs,2009112900
3860,19,Punt,2009112900
3861,20,Punt,2009112900
3862,21,Missed FG,2009112900
3863,22,Missed FG,2009112900
3864,23,Touchdown,2009112900
3865,24,Fumble,2009112900
3866,1,Punt,2009112901
3867,2,Interception,2009112901
3868,3,Missed FG,2009112901
3869,4,Touchdown,2009112901
3870,5,Punt,2009112901
3871,6,Punt,2009112901
3872,7,Touchdown,2009112901
3873,8,Punt,2009112901
3874,9,Interception,2009112901
3875,10,Punt,2009112901
3876,11,End of Half,2009112901
3877,12,Touchdown,2009112901
3878,13,Touchdown,2009112901
3879,14,Punt,2009112901
3880,15,Punt,2009112901
3881,16,Punt,2009112901
3882,17,Field Goal,2009112901
3883,18,Interception,2009112901
3884,19,Touchdown,2009112901
3885,20,Interception,2009112901
3886,21,Touchdown,2009112901
3887,22,Interception,2009112901
3888,23,End of Game,2009112901
3889,1,Punt,2009112902
3890,2,Field Goal,2009112902
3891,3,Punt,2009112902
3892,4,Punt,2009112902
3893,5,Punt,2009112902
3894,6,Punt,2009112902
3895,7,Punt,2009112902
3896,8,Touchdown,2009112902
3897,9,Punt,2009112902
3898,10,Field Goal,2009112902
3899,11,Punt,2009112902
3900,12,Touchdown,2009112902
3901,13,Field Goal,2009112902
3902,14,Punt,2009112902
3903,15,Punt,2009112902
3904,16,Punt,2009112902
3905,17,Punt,2009112902
3906,18,Punt,2009112902
3907,19,Punt,2009112902
3908,20,Downs,2009112902
3909,21,End of Game,2009112902
3910,1,Touchdown,2009112903
3911,2,Punt,2009112903
3912,3,Touchdown,2009112903
3913,4,Interception,2009112903
3914,5,Field Goal,2009112903
3915,6,Touchdown,2009112903
3916,7,Field Goal,2009112903
3917,8,Interception,2009112903
3918,9,End of Half,2009112903
3919,10,Touchdown,2009112903
3920,11,Interception,2009112903
3921,12,Punt,2009112903
3922,13,Punt,2009112903
3923,14,Missed FG,2009112903
3924,15,Punt,2009112903
3925,16,Touchdown,2009112903
3926,17,Interception,2009112903
3927,18,Fumble,2009112903
3928,19,Touchdown,2009112903
3929,20,Touchdown,2009112903
3930,21,End of Game,2009112903
3931,1,Fumble,2009112904
3932,2,Punt,2009112904
3933,3,Punt,2009112904
3934,4,Punt,2009112904
3935,5,Touchdown,2009112904
3936,6,Touchdown,2009112904
3937,7,Touchdown,2009112904
3938,8,Fumble,2009112904
3939,9,Field Goal,2009112904
3940,10,Interception,2009112904
3941,11,Punt,2009112904
3942,12,Interception,2009112904
3943,13,Touchdown,2009112904
3944,14,End of Half,2009112904
3945,15,Field Goal,2009112904
3946,16,Field Goal,2009112904
3947,17,Punt,2009112904
3948,18,Field Goal,2009112904
3949,19,Punt,2009112904
3950,20,Touchdown,2009112904
3951,21,Punt,2009112904
3952,22,End of Game,2009112904
3953,1,Interception,2009112905
3954,2,Punt,2009112905
3955,3,Missed FG,2009112905
3956,4,Punt,2009112905
3957,5,Punt,2009112905
3958,6,Field Goal,2009112905
3959,7,Punt,2009112905
3960,8,Interception,2009112905
3961,9,Fumble,2009112905
3962,10,Interception,2009112905
3963,11,Touchdown,2009112905
3964,12,End of Half,2009112905
3965,13,Fumble,2009112905
3966,14,Punt,2009112905
3967,15,Punt,2009112905
3968,16,Punt,2009112905
3969,17,Interception,2009112905
3970,18,Field Goal,2009112905
3971,19,Punt,2009112905
3972,20,Punt,2009112905
3973,21,Field Goal,2009112905
3974,22,Interception,2009112905
3975,23,Punt,2009112905
3976,24,Downs,2009112905
3977,1,Touchdown,2009112906
3978,2,Field Goal,2009112906
3979,3,Punt,2009112906
3980,4,Touchdown,2009112906
3981,5,Touchdown,2009112906
3982,6,Punt,2009112906
3983,7,Punt,2009112906
3984,8,Punt,2009112906
3985,9,Interception,2009112906
3986,10,Field Goal,2009112906
3987,11,Interception,2009112906
3988,12,Field Goal,2009112906
3989,13,End of Half,2009112906
3990,14,Punt,2009112906
3991,15,Touchdown,2009112906
3992,16,Punt,2009112906
3993,17,Punt,2009112906
3994,18,Punt,2009112906
3995,19,Punt,2009112906
3996,20,Interception,2009112906
3997,21,Field Goal,2009112906
3998,22,Touchdown,2009112906
3999,23,Punt,2009112906
4000,24,Field Goal,2009112906
4001,25,Downs,2009112906
4002,26,End of Game,2009112906
4003,1,Punt,2009112907
4004,2,Missed FG,2009112907
4005,3,Touchdown,2009112907
4006,4,Punt,2009112907
4007,5,Fumble,2009112907
4008,6,Touchdown,2009112907
4009,7,Punt,2009112907
4010,8,Punt,2009112907
4011,9,Punt,2009112907
4012,10,Interception,2009112907
4013,11,Field Goal,2009112907
4014,12,Punt,2009112907
4015,13,Punt,2009112907
4016,14,Interception,2009112907
4017,15,Field Goal,2009112907
4018,16,Punt,2009112907
4019,17,Touchdown,2009112907
4020,18,Punt,2009112907
4021,19,Field Goal,2009112907
4022,20,Downs,2009112907
4023,21,Punt,2009112907
4024,22,Touchdown,2009112907
4025,23,End of Game,2009112907
4026,1,Punt,2009112908
4027,2,Field Goal,2009112908
4028,3,Punt,2009112908
4029,4,Field Goal,2009112908
4030,5,Punt,2009112908
4031,6,Punt,2009112908
4032,7,Field Goal,2009112908
4033,8,End of Half,2009112908
4034,9,Punt,2009112908
4035,10,Punt,2009112908
4036,11,Touchdown,2009112908
4037,12,Touchdown,2009112908
4038,13,Punt,2009112908
4039,14,Touchdown,2009112908
4040,15,Punt,2009112908
4041,16,Punt,2009112908
4042,17,Fumble,2009112908
4043,18,Punt,2009112908
4044,19,Touchdown,2009112908
4045,1,Punt,2009112909
4046,2,Punt,2009112909
4047,3,Punt,2009112909
4048,4,Interception,2009112909
4049,5,Touchdown,2009112909
4050,6,Punt,2009112909
4051,7,Punt,2009112909
4052,8,Touchdown,2009112909
4053,9,Touchdown,2009112909
4054,10,Fumble,2009112909
4055,11,Touchdown,2009112909
4056,12,Fumble,2009112909
4057,13,Punt,2009112909
4058,14,End of Half,2009112909
4059,15,Fumble,2009112909
4060,16,Touchdown,2009112909
4061,17,Touchdown,2009112909
4062,18,Field Goal,2009112909
4063,19,Downs,2009112909
4064,20,Fumble,2009112909
4065,21,Safety,2009112909
4066,22,Field Goal,2009112909
4067,23,Punt,2009112909
4068,24,End of Game,2009112909
4069,1,Field Goal,2009112910
4070,2,Punt,2009112910
4071,3,Punt,2009112910
4072,4,Punt,2009112910
4073,5,Punt,2009112910
4074,6,Missed FG,2009112910
4075,7,Touchdown,2009112910
4076,8,Punt,2009112910
4077,9,Punt,2009112910
4078,10,Punt,2009112910
4079,11,Touchdown,2009112910
4080,12,Field Goal,2009112910
4081,13,Fumble,2009112910
4082,14,Field Goal,2009112910
4083,15,Fumble,2009112910
4084,16,Punt,2009112910
4085,17,Missed FG,2009112910
4086,18,Punt,2009112910
4087,19,Downs,2009112910
4088,20,End of Game,2009112910
4089,1,Punt,2009112911
4090,2,Touchdown,2009112911
4091,3,Punt,2009112911
4092,4,Punt,2009112911
4093,5,Touchdown,2009112911
4094,6,Punt,2009112911
4095,7,Punt,2009112911
4096,8,Touchdown,2009112911
4097,9,End of Half,2009112911
4098,10,Fumble,2009112911
4099,11,Punt,2009112911
4100,12,Punt,2009112911
4101,13,Field Goal,2009112911
4102,14,Punt,2009112911
4103,15,Punt,2009112911
4104,16,Punt,2009112911
4105,17,Punt,2009112911
4106,18,Fumble,2009112911
4107,19,Touchdown,2009112911
4108,20,Field Goal,2009112911
4109,21,Punt,2009112911
4110,22,Missed FG,2009112911
4111,23,Punt,2009112911
4112,24,Punt,2009112911
4113,25,Interception,2009112911
4114,26,Field Goal,2009112911
4115,1,Field Goal,2009113000
4116,2,Touchdown,2009113000
4117,3,Punt,2009113000
4118,4,Interception,2009113000
4119,5,Touchdown,2009113000
4120,6,Punt,2009113000
4121,7,Touchdown,2009113000
4122,8,Field Goal,2009113000
4123,9,Touchdown,2009113000
4124,10,Missed FG,2009113000
4125,11,End of Half,2009113000
4126,12,Fumble,2009113000
4127,13,Touchdown,2009113000
4128,14,Touchdown,2009113000
4129,15,Downs,2009113000
4130,16,Punt,2009113000
4131,17,Punt,2009113000
4132,18,Touchdown,2009113000
4133,19,Interception,2009113000
4134,20,Missed FG,2009113000
4135,21,Punt,2009113000
4136,22,Punt,2009113000
4137,23,End of Game,2009113000
4138,1,Field Goal,2009120300
4139,2,Punt,2009120300
4140,3,Punt,2009120300
4141,4,Field Goal,2009120300
4142,5,Punt,2009120300
4143,6,Punt,2009120300
4144,7,Fumble,2009120300
4145,8,Field Goal,2009120300
4146,9,Touchdown,2009120300
4147,10,Field Goal,2009120300
4148,11,Punt,2009120300
4149,12,Touchdown,2009120300
4150,13,End of Half,2009120300
4151,14,Punt,2009120300
4152,15,Punt,2009120300
4153,16,Punt,2009120300
4154,17,Punt,2009120300
4155,18,Field Goal,2009120300
4156,19,Punt,2009120300
4157,20,Punt,2009120300
4158,21,Punt,2009120300
4159,22,Punt,2009120300
4160,23,Field Goal,2009120300
4161,24,Punt,2009120300
4162,25,Interception,2009120300
4163,26,End of Game,2009120300
4164,1,Punt,2009120600
4165,2,Field Goal,2009120600
4166,3,Fumble,2009120600
4167,4,Touchdown,2009120600
4168,5,Punt,2009120600
4169,6,Missed FG,2009120600
4170,7,Punt,2009120600
4171,8,Punt,2009120600
4172,9,Punt,2009120600
4173,10,Field Goal,2009120600
4174,11,Punt,2009120600
4175,12,Punt,2009120600
4176,13,Downs,2009120600
4177,14,End of Half,2009120600
4178,15,Touchdown,2009120600
4179,16,Interception,2009120600
4180,17,Interception,2009120600
4181,18,Touchdown,2009120600
4182,19,Punt,2009120600
4183,20,Punt,2009120600
4184,21,Touchdown,2009120600
4185,1,Touchdown,2009120601
4186,2,Interception,2009120601
4187,3,Field Goal,2009120601
4188,4,Punt,2009120601
4189,5,Punt,2009120601
4190,6,Field Goal,2009120601
4191,7,Interception,2009120601
4192,8,Field Goal,2009120601
4193,9,Punt,2009120601
4194,10,Missed FG,2009120601
4195,11,Punt,2009120601
4196,12,End of Half,2009120601
4197,13,Interception,2009120601
4198,14,Field Goal,2009120601
4199,15,Punt,2009120601
4200,16,Interception,2009120601
4201,17,Punt,2009120601
4202,18,Interception,2009120601
4203,19,Field Goal,2009120601
4204,20,Missed FG,2009120601
4205,21,Punt,2009120601
4206,22,Interception,2009120601
4207,23,End of Game,2009120601
4208,1,Fumble,2009120602
4209,2,Punt,2009120602
4210,3,Touchdown,2009120602
4211,4,Punt,2009120602
4212,5,Field Goal,2009120602
4213,6,Punt,2009120602
4214,7,Punt,2009120602
4215,8,Punt,2009120602
4216,9,Punt,2009120602
4217,10,Fumble,2009120602
4218,11,Downs,2009120602
4219,12,Field Goal,2009120602
4220,13,End of Half,2009120602
4221,14,Punt,2009120602
4222,15,Punt,2009120602
4223,16,Field Goal,2009120602
4224,17,Touchdown,2009120602
4225,18,Punt,2009120602
4226,19,Punt,2009120602
4227,20,Field Goal,2009120602
4228,21,Punt,2009120602
4229,22,Punt,2009120602
4230,23,Punt,2009120602
4231,24,Interception,2009120602
4232,25,Punt,2009120602
4233,26,Downs,2009120602
4234,27,End of Game,2009120602
4235,1,Punt,2009120603
4236,2,Punt,2009120603
4237,3,Punt,2009120603
4238,4,Interception,2009120603
4239,5,Touchdown,2009120603
4240,6,Punt,2009120603
4241,7,Interception,2009120603
4242,8,Punt,2009120603
4243,9,Touchdown,2009120603
4244,10,Missed FG,2009120603
4245,11,Punt,2009120603
4246,12,Punt,2009120603
4247,13,Field Goal,2009120603
4248,14,End of Half,2009120603
4249,15,Field Goal,2009120603
4250,16,Punt,2009120603
4251,17,Fumble,2009120603
4252,18,Punt,2009120603
4253,19,Field Goal,2009120603
4254,20,Interception,2009120603
4255,21,Interception,2009120603
