,did,dre,gid
29402,8,Touchdown,2013112407
29403,9,Field Goal,2013112407
29404,10,Punt,2013112407
29405,11,End of Half,2013112407
29406,12,Downs,2013112407
29407,13,Field Goal,2013112407
29408,14,Punt,2013112407
29409,15,Punt,2013112407
29410,16,Touchdown,2013112407
29411,17,Touchdown,2013112407
29412,18,Fumble,2013112407
29413,19,Interception,2013112407
29414,20,End of Game,2013112407
29415,1,Touchdown,2013112408
29416,2,Punt,2013112408
29417,3,Missed FG,2013112408
29418,4,Field Goal,2013112408
29419,5,Touchdown,2013112408
29420,6,Punt,2013112408
29421,7,Field Goal,2013112408
29422,8,Interception,2013112408
29423,9,Punt,2013112408
29424,10,Punt,2013112408
29425,11,Punt,2013112408
29426,12,Field Goal,2013112408
29427,13,Downs,2013112408
29428,14,Touchdown,2013112408
29429,15,Punt,2013112408
29430,16,Punt,2013112408
29431,17,Touchdown,2013112408
29432,18,Field Goal,2013112408
29433,19,Downs,2013112408
29434,20,Field Goal,2013112408
29435,21,End of Game,2013112408
29436,1,Field Goal,2013112409
29437,2,Field Goal,2013112409
29438,3,Punt,2013112409
29439,4,Punt,2013112409
29440,5,Interception,2013112409
29441,6,Field Goal,2013112409
29442,7,Punt,2013112409
29443,8,Punt,2013112409
29444,9,Field Goal,2013112409
29445,10,Punt,2013112409
29446,11,Field Goal,2013112409
29447,12,"Blocked Punt, Downs",2013112409
29448,13,Missed FG,2013112409
29449,14,Touchdown,2013112409
29450,15,Missed FG,2013112409
29451,16,Punt,2013112409
29452,17,Field Goal,2013112409
29453,18,Field Goal,2013112409
29454,19,Touchdown,2013112409
29455,20,Touchdown,2013112409
29456,21,Fumble,2013112409
29457,1,Punt,2013112410
29458,2,Punt,2013112410
29459,3,Punt,2013112410
29460,4,Punt,2013112410
29461,5,Interception,2013112410
29462,6,Fumble,2013112410
29463,7,Field Goal,2013112410
29464,8,Touchdown,2013112410
29465,9,Field Goal,2013112410
29466,10,Punt,2013112410
29467,11,Punt,2013112410
29468,12,Punt,2013112410
29469,13,End of Half,2013112410
29470,14,Downs,2013112410
29471,15,Touchdown,2013112410
29472,16,Touchdown,2013112410
29473,17,Punt,2013112410
29474,18,Punt,2013112410
29475,19,Punt,2013112410
29476,20,Punt,2013112410
29477,21,Punt,2013112410
29478,22,Touchdown,2013112410
29479,23,Field Goal,2013112410
29480,1,Punt,2013112411
29481,2,Fumble,2013112411
29482,3,Fumble,2013112411
29483,4,Touchdown,2013112411
29484,5,Fumble,2013112411
29485,6,Field Goal,2013112411
29486,7,Punt,2013112411
29487,8,Punt,2013112411
29488,9,Downs,2013112411
29489,10,Touchdown,2013112411
29490,11,Punt,2013112411
29491,12,Punt,2013112411
29492,13,Punt,2013112411
29493,14,End of Half,2013112411
29494,15,Touchdown,2013112411
29495,16,Fumble,2013112411
29496,17,Touchdown,2013112411
29497,18,Punt,2013112411
29498,19,Touchdown,2013112411
29499,20,Interception,2013112411
29500,21,Touchdown,2013112411
29501,22,Punt,2013112411
29502,23,Field Goal,2013112411
29503,24,Touchdown,2013112411
29504,25,Punt,2013112411
29505,26,Punt,2013112411
29506,27,End of Half,2013112411
29507,28,Punt,2013112411
29508,29,Punt,2013112411
29509,30,Punt,2013112411
29510,31,Punt,2013112411
29511,32,Field Goal,2013112411
29512,1,Punt,2013112500
29513,2,Punt,2013112500
29514,3,Punt,2013112500
29515,4,Punt,2013112500
29516,5,Punt,2013112500
29517,6,Touchdown,2013112500
29518,7,Interception,2013112500
29519,8,Field Goal,2013112500
29520,9,Field Goal,2013112500
29521,10,Punt,2013112500
29522,11,Field Goal,2013112500
29523,12,Fumble,2013112500
29524,13,Downs,2013112500
29525,14,Touchdown,2013112500
29526,15,Punt,2013112500
29527,16,Downs,2013112500
29528,17,Punt,2013112500
29529,18,Touchdown,2013112500
29530,19,Punt,2013112500
29531,20,Field Goal,2013112500
29532,21,Punt,2013112500
29533,22,Punt,2013112500
29534,23,Downs,2013112500
29535,24,End of Game,2013112500
29536,1,Fumble,2013112800
29537,2,Punt,2013112800
29538,3,Field Goal,2013112800
29539,4,Field Goal,2013112800
29540,5,Fumble,2013112800
29541,6,Interception,2013112800
29542,7,Punt,2013112800
29543,8,Touchdown,2013112800
29544,9,Punt,2013112800
29545,10,Touchdown,2013112800
29546,11,Punt,2013112800
29547,12,Missed FG,2013112800
29548,13,Punt,2013112800
29549,14,Touchdown,2013112800
29550,15,Fumble,2013112800
29551,16,Interception,2013112800
29552,17,Interception,2013112800
29553,18,Punt,2013112800
29554,19,Safety,2013112800
29555,20,Touchdown,2013112800
29556,21,Punt,2013112800
29557,22,Touchdown,2013112800
29558,23,Fumble,2013112800
29559,24,End of Game,2013112800
29560,1,Fumble,2013112801
29561,2,Punt,2013112801
29562,3,Punt,2013112801
29563,4,Punt,2013112801
29564,5,Punt,2013112801
29565,6,Punt,2013112801
29566,7,Fumble,2013112801
29567,8,Touchdown,2013112801
29568,9,Touchdown,2013112801
29569,10,Punt,2013112801
29570,11,Touchdown,2013112801
29571,12,Touchdown,2013112801
29572,13,End of Half,2013112801
29573,14,Punt,2013112801
29574,15,Touchdown,2013112801
29575,16,Punt,2013112801
29576,17,Touchdown,2013112801
29577,18,Punt,2013112801
29578,19,Punt,2013112801
29579,20,Interception,2013112801
29580,21,Field Goal,2013112801
29581,22,Field Goal,2013112801
29582,23,End of Game,2013112801
29583,1,Punt,2013112802
29584,2,Touchdown,2013112802
29585,3,Punt,2013112802
29586,4,Punt,2013112802
29587,5,Downs,2013112802
29588,6,Field Goal,2013112802
29589,7,Punt,2013112802
29590,8,End of Half,2013112802
29591,9,Field Goal,2013112802
29592,10,Touchdown,2013112802
29593,11,Field Goal,2013112802
29594,12,Punt,2013112802
29595,13,Field Goal,2013112802
29596,14,Touchdown,2013112802
29597,15,Field Goal,2013112802
29598,16,Touchdown,2013112802
29599,17,End of Game,2013112802
29600,1,Punt,2013120100
29601,2,Field Goal,2013120100
29602,3,Touchdown,2013120100
29603,4,Punt,2013120100
29604,5,Interception,2013120100
29605,6,Field Goal,2013120100
29606,7,Punt,2013120100
29607,8,Fumble,2013120100
29608,9,Field Goal,2013120100
29609,10,Punt,2013120100
29610,11,Touchdown,2013120100
29611,12,End of Half,2013120100
29612,13,Interception,2013120100
29613,14,Touchdown,2013120100
29614,15,Missed FG,2013120100
29615,16,Interception,2013120100
29616,17,Punt,2013120100
29617,18,Field Goal,2013120100
29618,19,Punt,2013120100
29619,20,Punt,2013120100
29620,21,Downs,2013120100
29621,22,End of Game,2013120100
29622,1,Punt,2013120101
29623,2,Touchdown,2013120101
29624,3,Touchdown,2013120101
29625,4,Punt,2013120101
29626,5,Punt,2013120101
29627,6,Touchdown,2013120101
29628,7,Interception,2013120101
29629,8,Punt,2013120101
29630,9,Punt,2013120101
29631,10,Punt,2013120101
29632,11,Punt,2013120101
29633,12,Interception,2013120101
29634,13,Touchdown,2013120101
29635,14,Interception,2013120101
29636,15,Field Goal,2013120101
29637,16,Fumble,2013120101
29638,17,Field Goal,2013120101
29639,18,Touchdown,2013120101
29640,19,Punt,2013120101
29641,20,Missed FG,2013120101
29642,21,Punt,2013120101
29643,22,Punt,2013120101
29644,23,Punt,2013120101
29645,24,"Fumble, Safety",2013120101
29646,25,Field Goal,2013120101
29647,26,Touchdown,2013120101
29648,27,Touchdown,2013120101
29649,28,End of Game,2013120101
29650,1,Interception,2013120102
29651,2,Punt,2013120102
29652,3,Field Goal,2013120102
29653,4,Punt,2013120102
29654,5,Field Goal,2013120102
29655,6,Touchdown,2013120102
29656,7,Field Goal,2013120102
29657,8,Punt,2013120102
29658,9,Punt,2013120102
29659,10,Punt,2013120102
29660,11,Punt,2013120102
29661,12,Interception,2013120102
29662,13,Field Goal,2013120102
29663,14,Touchdown,2013120102
29664,15,Punt,2013120102
29665,16,Fumble,2013120102
29666,17,Field Goal,2013120102
29667,18,Interception,2013120102
29668,19,Punt,2013120102
29669,20,Punt,2013120102
29670,21,Punt,2013120102
29671,22,Punt,2013120102
29672,23,Touchdown,2013120102
29673,24,Interception,2013120102
29674,25,End of Game,2013120102
29675,1,Interception,2013120103
29676,2,Interception,2013120103
29677,3,Touchdown,2013120103
29678,4,Touchdown,2013120103
29679,5,Touchdown,2013120103
29680,6,Interception,2013120103
29681,7,Touchdown,2013120103
29682,8,Punt,2013120103
29683,9,Punt,2013120103
29684,10,Touchdown,2013120103
29685,11,Punt,2013120103
29686,12,Punt,2013120103
29687,13,Punt,2013120103
29688,14,End of Half,2013120103
29689,15,Touchdown,2013120103
29690,16,Punt,2013120103
29691,17,Touchdown,2013120103
29692,18,Punt,2013120103
29693,19,Touchdown,2013120103
29694,20,Touchdown,2013120103
29695,21,Punt,2013120103
29696,22,Downs,2013120103
29697,23,End of Game,2013120103
29698,1,Punt,2013120104
29699,2,Punt,2013120104
29700,3,Punt,2013120104
29701,4,Punt,2013120104
29702,5,Punt,2013120104
29703,6,Field Goal,2013120104
29704,7,Punt,2013120104
29705,8,Punt,2013120104
29706,9,Touchdown,2013120104
29707,10,Field Goal,2013120104
29708,11,Punt,2013120104
29709,12,Punt,2013120104
29710,13,End of Half,2013120104
29711,14,Touchdown,2013120104
29712,15,Field Goal,2013120104
29713,16,Touchdown,2013120104
29714,17,Punt,2013120104
29715,18,Punt,2013120104
29716,19,Touchdown,2013120104
29717,20,Fumble,2013120104
29718,21,Interception,2013120104
29719,22,Punt,2013120104
29720,23,Field Goal,2013120104
29721,24,Missed FG,2013120104
29722,25,Punt,2013120104
29723,26,Missed FG,2013120104
29724,27,Missed FG,2013120104
29725,28,Field Goal,2013120104
29726,1,Missed FG,2013120105
29727,2,Punt,2013120105
29728,3,Downs,2013120105
29729,4,Punt,2013120105
29730,5,Interception,2013120105
29731,6,Punt,2013120105
29732,7,Downs,2013120105
29733,8,Punt,2013120105
29734,9,Field Goal,2013120105
29735,10,Interception,2013120105
29736,11,Field Goal,2013120105
29737,12,End of Half,2013120105
29738,13,Punt,2013120105
29739,14,Punt,2013120105
29740,15,Fumble,2013120105
29741,16,Touchdown,2013120105
29742,17,Field Goal,2013120105
29743,18,Touchdown,2013120105
29744,19,Punt,2013120105
29745,20,Punt,2013120105
29746,21,Punt,2013120105
29747,22,Field Goal,2013120105
29748,23,Interception,2013120105
29749,24,Punt,2013120105
29750,25,Downs,2013120105
29751,26,End of Game,2013120105
29752,1,Fumble,2013120106
29753,2,Touchdown,2013120106
29754,3,Interception,2013120106
29755,4,Punt,2013120106
29756,5,Punt,2013120106
29757,6,Punt,2013120106
29758,7,Punt,2013120106
29759,8,Punt,2013120106
29760,9,Touchdown,2013120106
29761,10,Field Goal,2013120106
29762,11,Punt,2013120106
29763,12,Touchdown,2013120106
29764,13,End of Half,2013120106
29765,14,Touchdown,2013120106
29766,15,Touchdown,2013120106
29767,16,Punt,2013120106
29768,17,Interception,2013120106
29769,18,Punt,2013120106
29770,19,Punt,2013120106
29771,20,Punt,2013120106
29772,21,Punt,2013120106
29773,22,Punt,2013120106
29774,23,Touchdown,2013120106
29775,24,Punt,2013120106
29776,25,Downs,2013120106
29777,26,End of Game,2013120106
29778,1,Punt,2013120107
29779,2,Touchdown,2013120107
29780,3,Punt,2013120107
29781,4,Touchdown,2013120107
29782,5,Touchdown,2013120107
29783,6,Punt,2013120107
29784,7,Punt,2013120107
29785,8,Field Goal,2013120107
29786,9,Touchdown,2013120107
29787,10,Punt,2013120107
29788,11,Field Goal,2013120107
29789,12,Punt,2013120107
29790,13,Touchdown,2013120107
29791,14,Punt,2013120107
29792,15,Fumble,2013120107
29793,16,Touchdown,2013120107
29794,17,Punt,2013120107
29795,18,Punt,2013120107
29796,19,Punt,2013120107
29797,20,Touchdown,2013120107
29798,21,Punt,2013120107
29799,22,Punt,2013120107
29800,23,Punt,2013120107
29801,24,Punt,2013120107
29802,25,Touchdown,2013120107
29803,26,Fumble,2013120107
29804,27,End of Half,2013120107
29805,28,Fumble,2013120107
29806,29,Field Goal,2013120107
29807,1,Punt,2013120108
29808,2,Field Goal,2013120108
29809,3,Punt,2013120108
29810,4,Field Goal,2013120108
29811,5,Punt,2013120108
29812,6,Touchdown,2013120108
29813,7,Field Goal,2013120108
29814,8,End of Half,2013120108
29815,9,Punt,2013120108
29816,10,Field Goal,2013120108
29817,11,Field Goal,2013120108
29818,12,Punt,2013120108
29819,13,Fumble,2013120108
29820,14,Downs,2013120108
29821,15,Touchdown,2013120108
29822,16,Punt,2013120108
29823,17,Punt,2013120108
29824,18,Downs,2013120108
29825,19,Punt,2013120108
29826,20,Interception,2013120108
29827,21,Punt,2013120108
29828,22,Touchdown,2013120108
29829,23,End of Game,2013120108
29830,1,Punt,2013120109
29831,2,Punt,2013120109
29832,3,Touchdown,2013120109
29833,4,Interception,2013120109
29834,5,Field Goal,2013120109
29835,6,Touchdown,2013120109
29836,7,Interception,2013120109
29837,8,Missed FG,2013120109
29838,9,Touchdown,2013120109
29839,10,Punt,2013120109
29840,11,End of Half,2013120109
29841,12,Touchdown,2013120109
29842,13,Punt,2013120109
29843,14,Touchdown,2013120109
29844,15,Touchdown,2013120109
29845,16,Touchdown,2013120109
29846,17,Touchdown,2013120109
29847,18,Field Goal,2013120109
29848,19,Punt,2013120109
29849,20,Field Goal,2013120109
29850,21,Downs,2013120109
29851,22,Punt,2013120109
29852,23,End of Game,2013120109
29853,1,Fumble,2013120110
29854,2,Punt,2013120110
29855,3,Punt,2013120110
29856,4,Touchdown,2013120110
29857,5,Touchdown,2013120110
29858,6,Punt,2013120110
29859,7,Punt,2013120110
29860,8,Interception,2013120110
29861,9,Punt,2013120110
29862,10,Punt,2013120110
29863,11,End of Half,2013120110
29864,12,Punt,2013120110
29865,13,Interception,2013120110
29866,14,Touchdown,2013120110
29867,15,Punt,2013120110
29868,16,Field Goal,2013120110
29869,17,Fumble,2013120110
29870,18,Fumble,2013120110
29871,19,Field Goal,2013120110
29872,20,End of Game,2013120110
29873,1,Touchdown,2013120111
29874,2,Punt,2013120111
29875,3,Punt,2013120111
29876,4,Punt,2013120111
29877,5,Touchdown,2013120111
29878,6,Touchdown,2013120111
29879,7,Punt,2013120111
29880,8,Punt,2013120111
29881,9,Punt,2013120111
29882,10,Touchdown,2013120111
29883,11,End of Half,2013120111
29884,12,Punt,2013120111
29885,13,Punt,2013120111
29886,14,Interception,2013120111
29887,15,Field Goal,2013120111
29888,16,Punt,2013120111
29889,17,Punt,2013120111
29890,18,Touchdown,2013120111
29891,19,Punt,2013120111
29892,20,Punt,2013120111
29893,21,Punt,2013120111
29894,22,Field Goal,2013120111
29895,23,Fumble,2013120111
29896,24,End of Game,2013120111
29897,1,Punt,2013120200
29898,2,Field Goal,2013120200
29899,3,Fumble,2013120200
29900,4,Punt,2013120200
29901,5,Touchdown,2013120200
29902,6,Touchdown,2013120200
29903,7,Field Goal,2013120200
29904,8,Punt,2013120200
29905,9,Touchdown,2013120200
29906,10,End of Half,2013120200
29907,11,Punt,2013120200
29908,12,Punt,2013120200
29909,13,Touchdown,2013120200
29910,14,Punt,2013120200
29911,15,Punt,2013120200
29912,16,Downs,2013120200
29913,17,Punt,2013120200
29914,18,Downs,2013120200
29915,19,Downs,2013120200
29916,20,Punt,2013120200
29917,21,End of Game,2013120200
29918,1,Touchdown,2013120500
29919,2,Punt,2013120500
29920,3,Punt,2013120500
29921,4,Punt,2013120500
29922,5,Touchdown,2013120500
29923,6,Punt,2013120500
29924,7,Punt,2013120500
29925,8,Touchdown,2013120500
29926,9,Punt,2013120500
29927,10,Interception,2013120500
29928,11,Field Goal,2013120500
29929,12,End of Half,2013120500
29930,13,Punt,2013120500
29931,14,Punt,2013120500
29932,15,Field Goal,2013120500
29933,16,Touchdown,2013120500
29934,17,Punt,2013120500
29935,18,Punt,2013120500
29936,19,Touchdown,2013120500
29937,20,Punt,2013120500
29938,21,Field Goal,2013120500
29939,22,Punt,2013120500
29940,23,Downs,2013120500
29941,24,Punt,2013120500
29942,25,Interception,2013120500
29943,26,Field Goal,2013120500
29944,27,End of Game,2013120500
29945,1,Interception,2013120800
29946,2,Punt,2013120800
29947,3,Punt,2013120800
29948,4,Fumble,2013120800
29949,5,Touchdown,2013120800
29950,6,Punt,2013120800
29951,7,Punt,2013120800
29952,8,Punt,2013120800
29953,9,Punt,2013120800
29954,10,Punt,2013120800
29955,11,Punt,2013120800
29956,12,Field Goal,2013120800
29957,13,Punt,2013120800
29958,14,Punt,2013120800
29959,15,End of Half,2013120800
29960,16,Field Goal,2013120800
29961,17,Punt,2013120800
29962,18,Punt,2013120800
29963,19,Downs,2013120800
29964,20,Punt,2013120800
29965,21,Interception,2013120800
29966,22,Touchdown,2013120800
29967,23,Downs,2013120800
29968,24,Punt,2013120800
29969,25,Interception,2013120800
29970,26,Punt,2013120800
29971,27,Touchdown,2013120800
29972,28,Touchdown,2013120800
29973,29,Touchdown,2013120800
29974,30,Touchdown,2013120800
29975,31,Touchdown,2013120800
29976,32,End of Game,2013120800
29977,1,Punt,2013120801
29978,2,Touchdown,2013120801
29979,3,Punt,2013120801
29980,4,Punt,2013120801
29981,5,Punt,2013120801
29982,6,Punt,2013120801
29983,7,Punt,2013120801
29984,8,Punt,2013120801
29985,9,Missed FG,2013120801
29986,10,Touchdown,2013120801
29987,11,Punt,2013120801
29988,12,End of Half,2013120801
29989,13,Touchdown,2013120801
29990,14,Touchdown,2013120801
29991,15,Punt,2013120801
29992,16,Touchdown,2013120801
29993,17,Touchdown,2013120801
29994,18,Punt,2013120801
29995,19,Touchdown,2013120801
29996,20,Touchdown,2013120801
29997,21,Punt,2013120801
29998,22,Punt,2013120801
29999,23,Touchdown,2013120801
30000,24,Touchdown,2013120801
30001,25,End of Game,2013120801
30002,1,Field Goal,2013120802
30003,2,Punt,2013120802
30004,3,Punt,2013120802
30005,4,Interception,2013120802
30006,5,Field Goal,2013120802
30007,6,Punt,2013120802
30008,7,Punt,2013120802
30009,8,Punt,2013120802
30010,9,Punt,2013120802
30011,10,Punt,2013120802
30012,11,Punt,2013120802
30013,12,End of Half,2013120802
30014,13,Punt,2013120802
30015,14,Touchdown,2013120802
30016,15,Fumble,2013120802
30017,16,Punt,2013120802
30018,17,Field Goal,2013120802
30019,18,Touchdown,2013120802
30020,19,Touchdown,2013120802
30021,20,Punt,2013120802
30022,21,Field Goal,2013120802
30023,22,Touchdown,2013120802
30024,23,Touchdown,2013120802
30025,24,Touchdown,2013120802
30026,25,Missed FG,2013120802
30027,1,Field Goal,2013120803
30028,2,Punt,2013120803
30029,3,Interception,2013120803
30030,4,Missed FG,2013120803
30031,5,Touchdown,2013120803
30032,6,Field Goal,2013120803
30033,7,Punt,2013120803
30034,8,Interception,2013120803
30035,9,Field Goal,2013120803
30036,10,Blocked Punt,2013120803
30037,11,Punt,2013120803
30038,12,End of Half,2013120803
30039,13,Touchdown,2013120803
30040,14,Touchdown,2013120803
30041,15,Touchdown,2013120803
30042,16,Field Goal,2013120803
30043,17,Field Goal,2013120803
30044,18,Touchdown,2013120803
30045,19,Touchdown,2013120803
30046,20,Punt,2013120803
30047,21,End of Game,2013120803
30048,1,Field Goal,2013120804
30049,2,Punt,2013120804
30050,3,Field Goal,2013120804
30051,4,Touchdown,2013120804
30052,5,Punt,2013120804
30053,6,Touchdown,2013120804
30054,7,Punt,2013120804
30055,8,Touchdown,2013120804
30056,9,End of Half,2013120804
30057,10,Punt,2013120804
30058,11,Missed FG,2013120804
30059,12,Field Goal,2013120804
30060,13,Punt,2013120804
30061,14,Punt,2013120804
30062,15,Punt,2013120804
30063,16,Touchdown,2013120804
30064,17,Touchdown,2013120804
30065,18,Punt,2013120804
30066,19,Punt,2013120804
30067,20,End of Game,2013120804
30068,1,Punt,2013120805
30069,2,Punt,2013120805
30070,3,Fumble,2013120805
30071,4,Punt,2013120805
30072,5,Fumble,2013120805
30073,6,Punt,2013120805
30074,7,Punt,2013120805
30075,8,Interception,2013120805
30076,9,Touchdown,2013120805
30077,10,Punt,2013120805
30078,11,Punt,2013120805
30079,12,Downs,2013120805
30080,13,End of Half,2013120805
30081,14,Punt,2013120805
30082,15,Punt,2013120805
30083,16,Punt,2013120805
30084,17,Touchdown,2013120805
30085,18,Punt,2013120805
30086,19,Touchdown,2013120805
30087,20,Touchdown,2013120805
30088,21,Touchdown,2013120805
30089,22,Punt,2013120805
30090,23,Touchdown,2013120805
30091,24,Fumble,2013120805
30092,25,Touchdown,2013120805
30093,26,Downs,2013120805
30094,27,End of Game,2013120805
30095,1,Punt,2013120806
30096,2,Punt,2013120806
30097,3,Touchdown,2013120806
30098,4,Field Goal,2013120806
30099,5,Punt,2013120806
30100,6,Punt,2013120806
30101,7,Fumble,2013120806
30102,8,Touchdown,2013120806
30103,9,Punt,2013120806
30104,10,Punt,2013120806
30105,11,Punt,2013120806
30106,12,Missed FG,2013120806
30107,13,Touchdown,2013120806
30108,14,Touchdown,2013120806
30109,15,Interception,2013120806
30110,16,Touchdown,2013120806
30111,17,Touchdown,2013120806
30112,18,,2013120806
30113,1,Touchdown,2013120807
30114,2,Punt,2013120807
30115,3,Punt,2013120807
30116,4,Field Goal,2013120807
30117,5,Touchdown,2013120807
30118,6,Punt,2013120807
30119,7,Punt,2013120807
30120,8,Interception,2013120807
30121,9,Interception,2013120807
30122,10,Interception,2013120807
30123,11,Field Goal,2013120807
30124,12,Punt,2013120807
30125,13,Punt,2013120807
30126,14,Interception,2013120807
30127,15,Punt,2013120807
30128,16,Touchdown,2013120807
30129,17,End of Half,2013120807
30130,18,Field Goal,2013120807
30131,19,Punt,2013120807
30132,20,Interception,2013120807
30133,21,Punt,2013120807
30134,22,Interception,2013120807
30135,23,Field Goal,2013120807
30136,24,Punt,2013120807
30137,25,Punt,2013120807
30138,26,Punt,2013120807
30139,27,Punt,2013120807
30140,28,Punt,2013120807
30141,29,Punt,2013120807
30142,30,End of Game,2013120807
30143,1,Field Goal,2013120808
30144,2,Punt,2013120808
30145,3,Touchdown,2013120808
30146,4,Interception,2013120808
30147,5,Touchdown,2013120808
30148,6,Punt,2013120808
30149,7,Touchdown,2013120808
30150,8,Punt,2013120808
30151,9,Punt,2013120808
30152,10,Punt,2013120808
30153,11,Touchdown,2013120808
30154,12,Touchdown,2013120808
30155,13,Field Goal,2013120808
30156,14,Punt,2013120808
30157,15,Punt,2013120808
30158,16,Punt,2013120808
30159,17,Missed FG,2013120808
30160,18,Punt,2013120808
30161,19,Touchdown,2013120808
30162,20,Punt,2013120808
30163,21,Interception,2013120808
30164,22,Fumble,2013120808
30165,23,Punt,2013120808
30166,24,Downs,2013120808
30167,25,Downs,2013120808
30168,26,Downs,2013120808
30169,27,End of Game,2013120808
30170,1,Touchdown,2013120809
30171,2,Touchdown,2013120809
30172,3,Touchdown,2013120809
30173,4,Punt,2013120809
30174,5,Punt,2013120809
30175,6,Field Goal,2013120809
30176,7,Punt,2013120809
30177,8,Punt,2013120809
30178,9,Touchdown,2013120809
30179,10,Touchdown,2013120809
30180,11,Punt,2013120809
30181,12,Field Goal,2013120809
30182,13,Touchdown,2013120809
30183,14,Interception,2013120809
30184,15,Touchdown,2013120809
30185,16,Touchdown,2013120809
30186,17,Field Goal,2013120809
30187,18,Fumble,2013120809
30188,19,Touchdown,2013120809
30189,20,Punt,2013120809
30190,21,Touchdown,2013120809
30191,22,Downs,2013120809
30192,23,End of Game,2013120809
30193,1,Touchdown,2013120810
30194,2,Field Goal,2013120810
30195,3,Punt,2013120810
30196,4,Punt,2013120810
30197,5,Fumble,2013120810
30198,6,Punt,2013120810
30199,7,Touchdown,2013120810
30200,8,End of Half,2013120810
30201,9,Interception,2013120810
30202,10,Punt,2013120810
30203,11,Punt,2013120810
30204,12,Safety,2013120810
30205,13,Punt,2013120810
30206,14,Punt,2013120810
30207,15,Missed FG,2013120810
30208,16,Touchdown,2013120810
30209,17,Punt,2013120810
30210,18,Punt,2013120810
30211,19,Missed FG,2013120810
30212,20,Interception,2013120810
30213,21,Touchdown,2013120810
30214,22,Downs,2013120810
30215,23,End of Game,2013120810
30216,1,Punt,2013120811
30217,2,Punt,2013120811
30218,3,Interception,2013120811
30219,4,Touchdown,2013120811
30220,5,Punt,2013120811
30221,6,Field Goal,2013120811
30222,7,Punt,2013120811
30223,8,Touchdown,2013120811
30224,9,Fumble,2013120811
30225,10,Touchdown,2013120811
30226,11,End of Half,2013120811
30227,12,Fumble,2013120811
30228,13,Touchdown,2013120811
30229,14,Touchdown,2013120811
30230,15,Touchdown,2013120811
30231,16,Field Goal,2013120811
30232,17,Downs,2013120811
30233,18,Field Goal,2013120811
30234,19,Interception,2013120811
30235,20,End of Game,2013120811
30236,1,Punt,2013120812
30237,2,Punt,2013120812
30238,3,Punt,2013120812
30239,4,Field Goal,2013120812
30240,5,Blocked Punt,2013120812
30241,6,Field Goal,2013120812
30242,7,Touchdown,2013120812
30243,8,Field Goal,2013120812
30244,9,Touchdown,2013120812
30245,10,Touchdown,2013120812
30246,11,End of Half,2013120812
30247,12,Punt,2013120812
30248,13,Punt,2013120812
30249,14,Interception,2013120812
30250,15,Punt,2013120812
30251,16,Punt,2013120812
30252,17,Punt,2013120812
30253,18,Punt,2013120812
30254,19,Field Goal,2013120812
30255,20,Field Goal,2013120812
30256,21,Interception,2013120812
30257,22,End of Game,2013120812
30258,1,Punt,2013120813
30259,2,Touchdown,2013120813
30260,3,Touchdown,2013120813
30261,4,Fumble,2013120813
30262,5,Touchdown,2013120813
30263,6,Field Goal,2013120813
30264,7,Punt,2013120813
30265,8,Interception,2013120813
30266,9,End of Half,2013120813
30267,10,Punt,2013120813
30268,11,Punt,2013120813
30269,12,Field Goal,2013120813
30270,13,Punt,2013120813
30271,14,Field Goal,2013120813
30272,15,Fumble,2013120813
30273,16,Touchdown,2013120813
30274,17,Missed FG,2013120813
30275,18,Punt,2013120813
30276,19,Downs,2013120813
30277,20,Punt,2013120813
30278,21,Interception,2013120813
30279,22,End of Game,2013120813
30280,1,Touchdown,2013120900
30281,2,Touchdown,2013120900
30282,3,Punt,2013120900
30283,4,Touchdown,2013120900
30284,5,Touchdown,2013120900
30285,6,Field Goal,2013120900
30286,7,Punt,2013120900
30287,8,Touchdown,2013120900
30288,9,End of Half,2013120900
30289,10,Field Goal,2013120900
30290,11,Punt,2013120900
30291,12,Touchdown,2013120900
30292,13,Downs,2013120900
30293,14,Touchdown,2013120900
30294,15,Touchdown,2013120900
30295,16,Field Goal,2013120900
30296,17,Touchdown,2013120900
30297,18,End of Game,2013120900
30298,1,Touchdown,2013121200
30299,2,Field Goal,2013121200
30300,3,Field Goal,2013121200
30301,4,Touchdown,2013121200
30302,5,Punt,2013121200
30303,6,Punt,2013121200
30304,7,Punt,2013121200
30305,8,Touchdown,2013121200
30306,9,Punt,2013121200
30307,10,End of Half,2013121200
30308,11,Touchdown,2013121200
30309,12,Punt,2013121200
30310,13,Punt,2013121200
30311,14,Touchdown,2013121200
30312,15,Punt,2013121200
30313,16,Interception,2013121200
30314,17,Field Goal,2013121200
30315,18,Field Goal,2013121200
30316,19,End of Game,2013121200
30317,1,Touchdown,2013121500
30318,2,Fumble,2013121500
30319,3,Touchdown,2013121500
30320,4,Touchdown,2013121500
30321,5,Punt,2013121500
30322,6,Field Goal,2013121500
30323,7,Fumble,2013121500
30324,8,Fumble,2013121500
30325,9,Fumble,2013121500
30326,10,Punt,2013121500
30327,11,Touchdown,2013121500
30328,12,Punt,2013121500
30329,13,Field Goal,2013121500
30330,14,Interception,2013121500
30331,15,Field Goal,2013121500
30332,16,Punt,2013121500
30333,17,Downs,2013121500
30334,18,Interception,2013121500
30335,19,Touchdown,2013121500
30336,20,Punt,2013121500
30337,21,Punt,2013121500
30338,22,Punt,2013121500
30339,23,Punt,2013121500
30340,24,Fumble,2013121500
