"","Date","GameID","Drive","qtr","down","time","TimeUnder","TimeSecs","PlayTimeDiff","SideofField","yrdln","yrdline100","ydstogo","ydsnet","GoalToGo","FirstDown","posteam","DefensiveTeam","desc","PlayAttempted","Yards.Gained","sp","Touchdown","ExPointResult","TwoPointConv","DefTwoPoint","Safety","Onsidekick","PuntResult","PlayType","Passer","Passer_ID","PassAttempt","PassOutcome","PassLength","AirYards","YardsAfterCatch","QBHit","PassLocation","InterceptionThrown","Interceptor","Rusher","Rusher_ID","RushAttempt","RunLocation","RunGap","Receiver","Receiver_ID","Reception","ReturnResult","Returner","BlockingPlayer","Tackler1","Tackler2","FieldGoalResult","FieldGoalDistance","Fumble","RecFumbTeam","RecFumbPlayer","Sack","Challenge.Replay","ChalReplayResult","Accepted.Penalty","PenalizedTeam","PenaltyType","PenalizedPlayer","Penalty.Yards","PosTeamScore","DefTeamScore","ScoreDiff","AbsScoreDiff","HomeTeam","AwayTeam","Timeout_Indicator","Timeout_Team","posteam_timeouts_pre","HomeTimeouts_Remaining_Pre","AwayTimeouts_Remaining_Pre","HomeTimeouts_Remaining_Post","AwayTimeouts_Remaining_Post","No_Score_Prob","Opp_Field_Goal_Prob","Opp_Safety_Prob","Opp_Touchdown_Prob","Field_Goal_Prob","Safety_Prob","Touchdown_Prob","ExPoint_Prob","TwoPoint_Prob","ExpPts","EPA","airEPA","yacEPA","Home_WP_pre","Away_WP_pre","Home_WP_post","Away_WP_post","Win_Prob","WPA","Season"
"1",2015-01-03,"2015010300",1,1,NA,"15:00",15,3600,0,"CAR",35,35,0,0,0,NA,"ARI","CAR","G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",1,0,0,0,NA,NA,NA,0,0,NA,"Kickoff",NA,"None",0,NA,NA,0,0,0,NA,0,NA,NA,"None",0,NA,NA,NA,"None",0,"Touchback",NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"CAR","ARI",0,"None",3,3,3,3,3,0.00113458114017243,0.180621394958124,0.00623101227344075,0.293309278407024,0.200382438005826,0.00400483174310272,0.314316463472311,0,0,0.201881063539439,0,NA,NA,0.514583590150593,0.485416409849407,0.514583590150593,0.485416409849407,0.485416409849407,0,2014
"2",2015-01-03,"2015010300",1,1,"1","15:00",15,3600,0,"ARI",20,80,10,8,0,0,"ARI","CAR","(15:00) R.Lindley pass incomplete short right to R.Housler.",1,0,0,0,NA,NA,NA,0,0,NA,"Pass","R.Lindley","00-0029531",1,"Incomplete Pass","Short",7,0,0,"right",0,NA,NA,"None",0,NA,NA,"R.Housler","00-0028007",0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"CAR","ARI",0,"None",3,3,3,3,3,0.00113458114017243,0.180621394958124,0.00623101227344075,0.293309278407024,0.200382438005826,0.00400483174310272,0.314316463472311,0,0,0.201881063539439,-0.683060247080345,0.359149419386254,-1.0422096664666,0.514583590150593,0.485416409849407,0.534848040447665,0.465151959552335,0.485416409849407,-0.0202644502970717,2014
"3",2015-01-03,"2015010300",1,1,"2","14:57",15,3597,3,"ARI",20,80,10,8,0,0,"ARI","CAR","(14:57) S.Taylor right tackle to ARI 22 for 2 yards (B.Benwikere).",1,2,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"S.Taylor","00-0030282",1,"right","tackle",NA,"None",0,NA,NA,NA,"B.Benwikere",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"CAR","ARI",0,"None",3,3,3,3,3,0.00113579581430419,0.205440932447455,0.00691390801795207,0.332941363588437,0.168549644519482,0.00424328957772398,0.280775066034647,0,0,-0.481179183540906,-0.559571211677912,NA,NA,0.534848040447665,0.465151959552335,0.549656632851993,0.450343367148007,0.465151959552335,-0.0148085924043284,2014
"4",2015-01-03,"2015010300",1,1,"3","14:16",15,3556,41,"ARI",22,78,8,8,0,0,"ARI","CAR","(14:16) (Shotgun) R.Lindley pass short right to R.Hughes to ARI 28 for 6 yards (T.Davis; L.Kuechly).",1,6,0,0,NA,NA,NA,0,0,NA,"Pass","R.Lindley","00-0029531",1,"Complete","Short",-1,7,0,"right",0,NA,NA,"None",0,NA,NA,"R.Hughes","00-0028345",1,NA,NA,NA,"T.Davis","L.Kuechly",NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"CAR","ARI",0,"None",3,3,3,3,3,0.00128834621289652,0.229437588957412,0.00670546888210473,0.363647512392165,0.140988809637566,0.00439729003498145,0.253534983882874,0,0,-1.04075039521882,-0.957651400328033,-1.55904487800843,0.601393477680396,0.549656632851993,0.450343367148007,0.576932948352756,0.423067051647244,0.450343367148007,-0.0272763155007633,2014
"5",2015-01-03,"2015010300",1,1,"4","13:38",14,3518,38,"ARI",28,72,2,8,0,1,"ARI","CAR","(13:38) D.Butler punts 20 yards to ARI 48, Center-M.Leach, downed by ARI-R.Johnson.",1,0,0,0,NA,NA,NA,0,0,"Clean","Punt",NA,"None",0,NA,NA,0,0,0,NA,0,NA,NA,"None",0,NA,NA,NA,"None",0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"CAR","ARI",0,"None",3,3,3,3,3,0.0015684204320162,0.266106724809469,0.00500360428892874,0.419641703146304,0.0943582742204408,0.00578124497953395,0.207540028123307,0,0,-1.99840179554685,-1.04271890045231,NA,NA,0.576932948352756,0.423067051647244,0.575916163578387,0.424083836421613,0.423067051647244,0.00101678477436917,2014
"6",2015-01-03,"2015010300",2,1,"1","13:30",14,3510,8,"ARI",48,48,10,19,0,0,"CAR","ARI","(13:30) J.Stewart up the middle to ARI 48 for no gain (C.Campbell; T.Jefferson).",1,0,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"J.Stewart","00-0026153",1,"middle",NA,NA,"None",0,NA,NA,NA,"C.Campbell","T.Jefferson",NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"CAR","ARI",0,"None",3,3,3,3,3,0.000795406216783029,0.082849521908069,0.00045963374020446,0.131165003400344,0.316359732037422,0.00378611239726472,0.464584590299913,0,0,3.04112069599916,-0.587417250311677,NA,NA,0.575916163578387,0.424083836421613,0.559359617892097,0.440640382107903,0.575916163578387,-0.0165565456862906,2014
"7",2015-01-03,"2015010300",2,1,"2","12:53",13,3473,37,"ARI",48,48,10,19,0,0,"CAR","ARI","(12:53) C.Newton pass short middle to K.Benjamin to ARI 40 for 8 yards (P.Peterson).",1,8,0,0,NA,NA,NA,0,0,NA,"Pass","C.Newton","00-0027939",1,"Complete","Short",6,2,0,"middle",0,NA,NA,"None",0,NA,NA,"K.Benjamin","00-0031359",1,NA,NA,NA,"P.Peterson",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"CAR","ARI",0,"None",3,3,3,3,3,0.00102031589683211,0.0987127207256308,0.000700050007486054,0.157505619565615,0.329830525391682,0.0042651820451333,0.40796558636762,0,0,2.45370344568749,0.499605132327609,0.144798793591816,0.354806338735792,0.559359617892097,0.440640382107903,0.575583475870258,0.424416524129742,0.559359617892097,0.0162238579781617,2014
"8",2015-01-03,"2015010300",2,1,"3","12:33",13,3453,20,"ARI",40,40,2,19,0,1,"CAR","ARI","(12:33) (Shotgun) C.Newton pass short left to K.Benjamin to ARI 32 for 8 yards (P.Peterson).",1,8,0,0,NA,NA,NA,0,0,NA,"Pass","C.Newton","00-0027939",1,"Complete","Short",8,0,0,"left",0,NA,NA,"None",0,NA,NA,"K.Benjamin","00-0031359",1,NA,NA,NA,"P.Peterson",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"CAR","ARI",0,"None",3,3,3,3,3,0.000860464704721426,0.0805694989058756,0.000888670116523408,0.131566046587187,0.341584731236551,0.00374231435551342,0.440788274093628,0,0,2.9533085780151,1.00207776840978,1.00207776840978,0,0.575583475870258,0.424416524129742,0.60805816007477,0.39194183992523,0.575583475870258,0.0324746842045119,2014
"9",2015-01-03,"2015010300",2,1,"1","12:08",13,3428,25,"ARI",32,32,10,19,0,0,"CAR","ARI","(12:08) (Shotgun) J.Stewart up the middle to ARI 29 for 3 yards (L.Foote).",1,3,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"J.Stewart","00-0026153",1,"middle",NA,NA,"None",0,NA,NA,NA,"L.Foote",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"CAR","ARI",0,"None",3,3,3,3,3,0.000687506271111891,0.0503452299458705,0.000120563041401164,0.0778291706294402,0.357402160786232,0.00320934217778741,0.510406027148157,0,0,3.95538634642487,-0.139105190628671,NA,NA,0.60805816007477,0.39194183992523,0.604521942325239,0.395478057674761,0.60805816007477,-0.00353621774953161,2014
"10",2015-01-03,"2015010300",2,1,"2","11:39",12,3399,29,"ARI",29,29,7,19,0,0,"CAR","ARI","(11:39) (Shotgun) C.Newton pass incomplete short right to E.Dickson.",1,0,0,0,NA,NA,NA,0,0,NA,"Pass","C.Newton","00-0027939",1,"Incomplete Pass","Short",11,0,0,"right",0,NA,NA,"None",0,NA,NA,"E.Dickson","00-0027675",0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"CAR","ARI",0,"None",3,3,3,3,3,0.000746267230733671,0.0510941262748865,0.000224563761488872,0.0796914888456491,0.38343946755239,0.00321878458754963,0.481585301747302,0,0,3.8162811557962,-0.742263985465149,0.677328934870403,-1.41959292033555,0.604521942325239,0.395478057674761,0.581248142203914,0.418751857796086,0.604521942325239,-0.0232738001213243,2014
