"","Date","GameID","Drive","qtr","down","time","TimeUnder","TimeSecs","PlayTimeDiff","SideofField","yrdln","yrdline100","ydstogo","ydsnet","GoalToGo","FirstDown","posteam","DefensiveTeam","desc","PlayAttempted","Yards.Gained","sp","Touchdown","ExPointResult","TwoPointConv","DefTwoPoint","Safety","Onsidekick","PuntResult","PlayType","Passer","Passer_ID","PassAttempt","PassOutcome","PassLength","AirYards","YardsAfterCatch","QBHit","PassLocation","InterceptionThrown","Interceptor","Rusher","Rusher_ID","RushAttempt","RunLocation","RunGap","Receiver","Receiver_ID","Reception","ReturnResult","Returner","BlockingPlayer","Tackler1","Tackler2","FieldGoalResult","FieldGoalDistance","Fumble","RecFumbTeam","RecFumbPlayer","Sack","Challenge.Replay","ChalReplayResult","Accepted.Penalty","PenalizedTeam","PenaltyType","PenalizedPlayer","Penalty.Yards","PosTeamScore","DefTeamScore","ScoreDiff","AbsScoreDiff","HomeTeam","AwayTeam","Timeout_Indicator","Timeout_Team","posteam_timeouts_pre","HomeTimeouts_Remaining_Pre","AwayTimeouts_Remaining_Pre","HomeTimeouts_Remaining_Post","AwayTimeouts_Remaining_Post","No_Score_Prob","Opp_Field_Goal_Prob","Opp_Safety_Prob","Opp_Touchdown_Prob","Field_Goal_Prob","Safety_Prob","Touchdown_Prob","ExPoint_Prob","TwoPoint_Prob","ExpPts","EPA","airEPA","yacEPA","Home_WP_pre","Away_WP_pre","Home_WP_post","Away_WP_post","Win_Prob","WPA","Season"
"1",2014-01-04,"2014010400",1,1,NA,"15:00",15,3600,0,"IND",35,35,0,0,0,NA,"KC","IND","P.McAfee kicks 70 yards from IND 35 to KC -5. Q.Demps to KC 18 for 23 yards (J.McNary; S.Havili).",1,23,0,0,NA,NA,NA,0,0,NA,"Kickoff",NA,"None",0,NA,NA,0,0,0,NA,0,NA,NA,"None",0,NA,NA,NA,"None",0,NA,"Q.Demps",NA,"J.McNary","S.Havili",NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"IND","KC",0,"None",3,3,3,3,3,0.00113458114017243,0.180621394958124,0.00623101227344075,0.293309278407024,0.200382438005826,0.00400483174310272,0.314316463472311,0,0,0.201881063539439,-0.19860849781611,NA,NA,0.514583590150593,0.485416409849407,0.520268959457337,0.479731040542663,0.485416409849407,-0.00568536930674413,2013
"2",2014-01-04,"2014010400",1,1,"1","14:55",15,3595,5,"KC",18,82,10,5,0,0,"KC","IND","(14:55) (Run formation) J.Charles right end to KC 23 for 5 yards (C.Redding).",1,5,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"J.Charles","00-0026213",1,"right","end",NA,"None",0,NA,NA,NA,"C.Redding",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"IND","KC",0,"None",3,3,3,3,3,0.00119884623421898,0.187314737652087,0.00727067298489801,0.304230019760572,0.1926832274721,0.00395977814315552,0.303342717752969,0,0,0.00327256572332901,0.0587874535905231,NA,NA,0.520268959457337,0.479731040542663,0.516743534284982,0.483256465715018,0.479731040542663,0.00352542517235538,2013
"3",2014-01-04,"2014010400",1,1,"2","14:19",15,3559,36,"KC",23,77,5,11,0,1,"KC","IND","(14:19) (Run formation) J.Charles left end to KC 29 for 6 yards (K.Sheppard).",1,6,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"J.Charles","00-0026213",1,"left","end",NA,"None",0,NA,NA,NA,"K.Sheppard",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"IND","KC",0,"None",3,3,3,3,3,0.00134955876306286,0.186194863257031,0.00492762799934252,0.299610859052604,0.201474474737791,0.00434917181853903,0.302093444371629,0,0,0.0620600193138521,1.0703563968464,NA,NA,0.516743534284982,0.483256465715018,0.482716073952143,0.517283926047857,0.483256465715018,0.0340274603328386,2013
"4",2014-01-04,"2014010400",1,1,"1","13:38",14,3518,41,"KC",29,71,10,23,0,1,"KC","IND","(13:38) (Run formation) A.Smith pass short left to D.Bowe to KC 41 for 12 yards (V.Davis).",1,12,0,0,NA,NA,NA,0,0,NA,"Pass","A.Smith","00-0023436",1,"Complete","Short",7,5,0,"left",0,NA,NA,"None",0,NA,NA,"D.Bowe","00-0025410",1,NA,NA,NA,"V.Davis",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"IND","KC",0,"None",3,3,3,3,3,0.001358155993948,0.14971982245465,0.00307507750339785,0.24017407060416,0.23763263636901,0.00404700717414921,0.363993229900684,0,0,1.13241641616025,1.09241479195661,0.397318739620747,0.695096052335864,0.482716073952143,0.517283926047857,0.448027857963986,0.551972142036014,0.517283926047857,0.0346882159881567,2013
"5",2014-01-04,"2014010400",1,1,"1","13:02",14,3482,36,"KC",41,59,10,27,0,0,"KC","IND","(13:02) A.Smith pass short left to K.Davis to KC 45 for 4 yards (L.Landry).",1,4,0,0,NA,NA,NA,0,0,NA,"Pass","A.Smith","00-0023436",1,"Complete","Short",3,1,0,"left",0,NA,NA,"None",0,NA,NA,"K.Davis","00-0030280",1,NA,NA,NA,"L.Landry",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"IND","KC",0,"None",3,3,3,3,3,0.00120270746741714,0.111844435920102,0.00115263587625916,0.177754496306742,0.282380121354834,0.00396966476202716,0.421695938312618,0,0,2.22483120811686,-0.0258044675882174,-0.192279633938903,0.166475166350685,0.448027857963986,0.551972142036014,0.447218603190488,0.552781396809512,0.551972142036014,0.000809254773498691,2013
"6",2014-01-04,"2014010400",1,1,"2","12:21",13,3441,41,"KC",45,55,6,43,0,1,"KC","IND","(12:21) (Shotgun) A.Smith scrambles right end to IND 39 for 16 yards (J.Chapman).",1,16,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"A.Smith","00-0023436",1,"right","end",NA,"None",0,NA,NA,NA,"J.Chapman",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"IND","KC",0,"None",3,3,3,3,3,0.00135965073215336,0.111541771988184,0.00131190347665636,0.177055617863113,0.29122559133609,0.00410996754931761,0.413395497054485,0,0,2.19902674052864,1.41514538814464,NA,NA,0.447218603190488,0.552781396809512,0.401923461211675,0.598076538788325,0.552781396809512,0.0452951419788126,2013
"7",2014-01-04,"2014010400",1,1,"1","11:40",12,3400,41,"IND",39,39,10,82,0,0,"KC","IND","(11:40) (Run formation) J.Charles right end to IND 32 for 7 yards (G.Toler). KC-J.Charles was injured during the play. His return is Questionable.",1,7,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"J.Charles","00-0026213",1,"right","end",NA,"None",0,NA,NA,NA,"G.Toler",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"IND","KC",0,"None",3,3,3,3,3,0.000971029347783597,0.0625963478964561,0.000213882297671826,0.09729205955479,0.342967194797097,0.00343692665863471,0.492522559447567,0,0,3.61417212867329,0.398749645244472,NA,NA,0.401923461211675,0.598076538788325,0.388670516605712,0.611329483394288,0.598076538788325,0.013252944605963,2013
"8",2014-01-04,"2014010400",1,1,"2","11:20",12,3380,20,"IND",32,32,3,56,0,1,"KC","IND","(11:20) (Run formation) K.Davis right end pushed ob at IND 26 for 6 yards (A.Bethea).",1,6,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"K.Davis","00-0030280",1,"right","end",NA,"None",0,NA,NA,NA,"A.Bethea",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"IND","KC",0,"None",3,3,3,3,3,0.000818034327531331,0.0510701302954934,0.000377960502954185,0.0794232232809813,0.335163282453914,0.00293415651172154,0.530213212627405,0,0,4.01292177391776,0.20195240002689,NA,NA,0.388670516605712,0.611329483394288,0.381467539340395,0.618532460659605,0.611329483394288,0.0072029772653166,2013
"9",2014-01-04,"2014010400",1,1,"1","10:52",11,3352,28,"IND",26,26,10,61,0,0,"KC","IND","(10:52) (Shotgun) A.Smith pass short left to D.McCluster ran ob at IND 21 for 5 yards (J.McNary).",1,5,0,0,NA,NA,NA,0,0,NA,"Pass","A.Smith","00-0023436",1,"Complete","Short",-6,11,0,"left",0,NA,NA,"None",0,NA,NA,"D.McCluster","00-0027651",1,NA,NA,NA,"J.McNary",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"IND","KC",0,"None",3,3,3,3,3,0.000772249207656213,0.0410518868885587,7.4023514111218e-05,0.062420601945197,0.370013648130804,0.00291839626663902,0.522749194047034,0,0,4.21487417394465,0.120412868201778,-1.25269510576044,1.37310797396222,0.381467539340395,0.618532460659605,0.376946464511242,0.623053535488758,0.618532460659605,0.00452107482915298,2013
"10",2014-01-04,"2014010400",1,1,"2","10:26",11,3326,26,"IND",21,21,5,66,0,1,"KC","IND","(10:26) (Run formation) K.Davis up the middle to IND 16 for 5 yards (G.Toler).",1,5,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"K.Davis","00-0030280",1,"middle",NA,NA,"None",0,NA,NA,NA,"G.Toler",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"IND","KC",0,"None",3,3,3,3,3,0.000714935013742151,0.0365882133140043,0.000172407598734247,0.0557998651425865,0.37456889100457,0.00256018704284703,0.529595500883515,0,0,4.33528704214643,0.224853496146288,NA,NA,0.376946464511242,0.623053535488758,0.368686398094912,0.631313601905088,0.623053535488758,0.00826006641633081,2013
"11",2014-01-04,"2014010400",1,1,"1","09:47",10,3287,39,"IND",16,16,10,73,0,0,"KC","IND","(9:47) (Shotgun) A.Smith pass short right to D.McCluster to IND 9 for 7 yards (J.Freeman).",1,7,0,0,NA,NA,NA,0,0,NA,"Pass","A.Smith","00-0023436",1,"Complete","Short",3,4,0,"right",0,NA,NA,"None",0,NA,NA,"D.McCluster","00-0027651",1,NA,NA,NA,"J.Freeman",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"IND","KC",0,"None",3,3,3,3,3,0.000689363660623281,0.029100289143319,3.69523331296022e-05,0.0427688319575637,0.383232989292939,0.00240056981478392,0.541771003797642,0,0,4.56014053829271,0.409097532355814,-0.13870641775238,0.547803950108194,0.368686398094912,0.631313601905088,0.354337498647622,0.645662501352378,0.631313601905088,0.01434889944729,2013
"12",2014-01-04,"2014010400",1,1,"2","09:10",10,3250,37,"IND",9,9,3,76,0,1,"KC","IND","(9:10) (Shotgun) K.Davis up the middle to IND 6 for 3 yards (K.Conner; L.Landry).",1,3,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"K.Davis","00-0030280",1,"middle",NA,NA,"None",0,NA,NA,NA,"K.Conner","L.Landry",NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"IND","KC",0,"None",3,3,3,3,3,0.000502967264293879,0.0220124686417273,0.000173806526853831,0.0312389894276897,0.340094319490992,0.00156581667816676,0.604411631970277,0,0,4.96923807064853,0.811543046596189,NA,NA,0.354337498647622,0.645662501352378,0.326344550787815,0.673655449212185,0.645662501352378,0.0279929478598067,2013
