"","Date","GameID","Drive","qtr","down","time","TimeUnder","TimeSecs","PlayTimeDiff","SideofField","yrdln","yrdline100","ydstogo","ydsnet","GoalToGo","FirstDown","posteam","DefensiveTeam","desc","PlayAttempted","Yards.Gained","sp","Touchdown","ExPointResult","TwoPointConv","DefTwoPoint","Safety","Onsidekick","PuntResult","PlayType","Passer","Passer_ID","PassAttempt","PassOutcome","PassLength","AirYards","YardsAfterCatch","QBHit","PassLocation","InterceptionThrown","Interceptor","Rusher","Rusher_ID","RushAttempt","RunLocation","RunGap","Receiver","Receiver_ID","Reception","ReturnResult","Returner","BlockingPlayer","Tackler1","Tackler2","FieldGoalResult","FieldGoalDistance","Fumble","RecFumbTeam","RecFumbPlayer","Sack","Challenge.Replay","ChalReplayResult","Accepted.Penalty","PenalizedTeam","PenaltyType","PenalizedPlayer","Penalty.Yards","PosTeamScore","DefTeamScore","ScoreDiff","AbsScoreDiff","HomeTeam","AwayTeam","Timeout_Indicator","Timeout_Team","posteam_timeouts_pre","HomeTimeouts_Remaining_Pre","AwayTimeouts_Remaining_Pre","HomeTimeouts_Remaining_Post","AwayTimeouts_Remaining_Post","No_Score_Prob","Opp_Field_Goal_Prob","Opp_Safety_Prob","Opp_Touchdown_Prob","Field_Goal_Prob","Safety_Prob","Touchdown_Prob","ExPoint_Prob","TwoPoint_Prob","ExpPts","EPA","airEPA","yacEPA","Home_WP_pre","Away_WP_pre","Home_WP_post","Away_WP_post","Win_Prob","WPA"
"1",2012-02-05,"2012020500",1,1,NA,"15:00",15,3600,0,"NE",35,35,0,0,0,NA,"NYG","NE","S.Gostkowski kicks 63 yards from NE 35 to NYG 2. J.Jernigan to NYG 23 for 21 yards (A.Molden).",1,21,0,0,NA,NA,NA,0,0,NA,"Kickoff",NA,"None",0,NA,NA,0,0,0,NA,0,NA,NA,"None",0,NA,NA,NA,"None",0,NA,"J.Jernigan",NA,"A.Molden",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"NE","NYG",0,"None",3,3,3,3,3,0.00113458114017243,0.180621394958124,0.00623101227344075,0.293309278407024,0.200382438005826,0.00400483174310272,0.314316463472311,0,0,0.201881063539439,0.303777510640097,NA,NA,0.514583590150593,0.485416409849407,0.505210994858653,0.494789005141347,0.485416409849407,0.00937259529193957
"2",2012-02-05,"2012020500",1,1,"1","14:54",15,3594,6,"NYG",23,77,10,0,0,0,"NYG","NE","(14:54) (Run formation) A.Bradshaw right tackle to NYG 23 for no gain (B.Spikes).",1,0,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"A.Bradshaw","00-0025637",1,"right","tackle",NA,"None",0,NA,NA,NA,"B.Spikes",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"NE","NYG",0,"None",3,3,3,3,3,0.00110356426655766,0.170449530744084,0.00493525949112147,0.276307155862459,0.212287479046422,0.00405074696670336,0.330866263622653,0,0,0.505658574179536,-0.670804491527471,NA,NA,0.505210994858653,0.494789005141347,0.52344160571487,0.47655839428513,0.494789005141347,-0.0182306108562169
"3",2012-02-05,"2012020500",1,1,"2","14:17",15,3557,37,"NYG",23,77,10,4,0,0,"NYG","NE","(14:17) E.Manning pass short left to B.Pascoe to NYG 27 for 4 yards (D.McCourty).",1,4,0,0,NA,NA,NA,0,0,NA,"Pass","E.Manning","00-0022803",1,"Complete","Short",2,2,0,"left",0,NA,NA,"None",0,NA,NA,"B.Pascoe","00-0026931",1,NA,NA,NA,"D.McCourty",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"NE","NYG",0,"None",3,3,3,3,3,0.00129277161692418,0.194833588373667,0.00566179172172895,0.314441146327708,0.183283392307954,0.00429897779550274,0.296188331856516,0,0,-0.165145917347935,-0.238538691815175,-0.593485537020296,0.354946845205122,0.52344160571487,0.47655839428513,0.529017667256221,0.470982332743779,0.47655839428513,-0.00557606154135076
"4",2012-02-05,"2012020500",1,1,"3","13:44",14,3524,33,"NYG",27,73,6,12,0,1,"NYG","NE","(13:44) (Shotgun) E.Manning pass short right to V.Cruz to NYG 35 for 8 yards (S.Moore).",1,8,0,0,NA,NA,NA,0,0,NA,"Pass","E.Manning","00-0022803",1,"Complete","Short",6,2,0,"right",0,NA,NA,"None",0,NA,NA,"V.Cruz","00-0027265",1,NA,NA,NA,"S.Moore",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"NE","NYG",0,"None",3,3,3,3,3,0.00140222117118154,0.205828291955789,0.00497103214879245,0.326677969118337,0.17374013809707,0.00447894640456279,0.282901401104267,0,0,-0.40368460916311,2.10815127442556,1.9121985587545,0.195952715671066,0.529017667256221,0.470982332743779,0.464111634711529,0.535888365288471,0.470982332743779,0.064906032544692
"5",2012-02-05,"2012020500",1,1,"1","13:08",14,3488,36,"NYG",35,65,10,21,0,0,"NYG","NE","(13:08) (Run formation) E.Manning pass short left to J.Ballard to NYG 44 for 9 yards (B.Spikes).",1,9,0,0,NA,NA,NA,0,0,NA,"Pass","E.Manning","00-0022803",1,"Complete","Short",9,0,0,"left",0,NA,NA,"None",0,NA,NA,"J.Ballard","00-0027259",1,NA,NA,NA,"B.Spikes",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"NE","NYG",0,"None",3,3,3,3,3,0.00135384859006747,0.130071257282583,0.00189110477801398,0.207456624774276,0.260952882680199,0.00402392024369093,0.394250361651169,0,0,1.70446666526245,0.736341467927158,0.736341467927158,0,0.464111634711529,0.535888365288471,0.440065034628404,0.559934965371596,0.535888365288471,0.0240466000831249
"6",2012-02-05,"2012020500",1,1,"2","12:28",13,3448,40,"NYG",44,56,1,22,0,1,"NYG","NE","(12:28) (Run formation) A.Bradshaw right end to NYG 45 for 1 yard (J.Mayo).",1,1,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"A.Bradshaw","00-0025637",1,"right","end",NA,"None",0,NA,NA,NA,"J.Mayo",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"NE","NYG",0,"None",3,3,3,3,3,0.00131584741266931,0.105419703383093,0.00157220498311246,0.166775770779729,0.281884257238199,0.00384724727475185,0.439184968928445,0,0,2.44080813318961,0.129684423065732,NA,NA,0.440065034628404,0.559934965371596,0.434771016244103,0.565228983755897,0.559934965371596,0.00529401838430144
"7",2012-02-05,"2012020500",1,1,"1","11:49",12,3409,39,"NYG",45,55,10,25,0,0,"NYG","NE","(11:49) (Run formation) B.Jacobs up the middle to NYG 48 for 3 yards (B.Spikes; J.Mayo).",1,3,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"B.Jacobs","00-0023545",1,"middle",NA,NA,"None",0,NA,NA,NA,"B.Spikes","J.Mayo",NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"NE","NYG",0,"None",3,3,3,3,3,0.00148088286995287,0.0999439377454072,0.000823695683822989,0.157303963725234,0.297698347211158,0.00384794880972192,0.438901223954704,0,0,2.57049255625534,-0.168033834787733,NA,NA,0.434771016244103,0.565228983755897,0.438877695946266,0.561122304053734,0.565228983755897,-0.00410667970216305
"8",2012-02-05,"2012020500",1,1,"2","11:11",12,3371,38,"NYG",48,52,7,44,0,1,"NYG","NE","(11:11) (Shotgun) E.Manning pass short right to H.Nicks to NE 33 for 19 yards (D.McCourty).",1,19,0,0,NA,NA,NA,0,0,NA,"Pass","E.Manning","00-0022803",1,"Complete","Short",9,10,0,"right",0,NA,NA,"None",0,NA,NA,"H.Nicks","00-0027005",1,NA,NA,NA,"D.McCourty",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"NE","NYG",0,"None",3,3,3,3,3,0.00170369602384076,0.10382724313418,0.00104204261272,0.163672729833328,0.306585032909935,0.00404124844057947,0.419128007045417,0,0,2.40245872146761,1.52230270695334,0.993870074114754,0.528432632838582,0.438877695946266,0.561122304053734,0.390224380216535,0.609775619783465,0.561122304053734,0.0486533157297306
"9",2012-02-05,"2012020500",1,1,"1","10:30",11,3330,41,"NE",33,33,10,42,0,0,"NYG","NE","(10:30) E.Manning sacked at NE 35 for -2 yards (B.Deaderick).",1,-2,0,0,NA,NA,NA,0,0,NA,"Sack",NA,"00-0022803",0,NA,NA,0,0,1,NA,0,NA,NA,"None",0,NA,NA,NA,"None",0,NA,NA,NA,"B.Deaderick",NA,NA,NA,0,NA,NA,1,0,NA,0,NA,NA,NA,0,0,0,0,0,"NE","NYG",0,"None",3,3,3,3,3,0.00107889780914664,0.0514295966726296,0.000128798008313932,0.0788860433871661,0.357982162257,0.00317957633311639,0.507314925532627,0,0,3.92476142842094,-0.784446810374974,NA,NA,0.390224380216535,0.609775619783465,0.414285309315501,0.585714690684499,0.609775619783465,-0.0240609290989655
"10",2012-02-05,"2012020500",1,1,"2","10:01",11,3301,29,"NE",35,35,12,41,0,0,"NYG","NE","(10:01) (Run formation) A.Bradshaw left tackle to NE 36 for -1 yards (K.Arrington).",1,-1,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"A.Bradshaw","00-0025637",1,"left","tackle",NA,"None",0,NA,NA,NA,"K.Arrington",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"NE","NYG",0,"None",3,3,3,3,3,0.00151713245218898,0.068261263557678,0.000220917766624516,0.106678171818085,0.412845783239809,0.00391740417997757,0.406559326985638,0,0,3.14031461804597,-0.97422168070857,NA,NA,0.414285309315501,0.585714690684499,0.443361956842927,0.556638043157073,0.585714690684499,-0.0290766475274259
"11",2012-02-05,"2012020500",1,1,"3","09:22",10,3262,39,"NE",36,36,13,35,0,0,"NYG","NE","(9:22) (Shotgun) E.Manning sacked at NE 42 for -6 yards (M.Anderson).",1,-6,0,0,NA,NA,NA,0,0,NA,"Sack",NA,"00-0022803",0,NA,NA,0,0,1,NA,0,NA,NA,"None",0,NA,NA,NA,"None",0,NA,NA,NA,"M.Anderson",NA,NA,NA,0,NA,NA,1,0,NA,0,NA,NA,NA,0,0,0,0,0,"NE","NYG",0,"None",3,3,3,3,3,0.00212833590173517,0.0906467963892211,0.000317620245373258,0.142556390893527,0.471621874823409,0.00548103868937362,0.287247943057361,0,0,2.1660929373374,-1.85934102254728,NA,NA,0.443361956842927,0.556638043157073,0.499315937607636,0.500684062392364,0.556638043157073,-0.0559539807647096
"12",2012-02-05,"2012020500",1,1,"4","09:10",10,3250,12,"NE",42,42,19,35,0,1,"NYG","NE","(9:10) S.Weatherford punts 36 yards to NE 6, Center-Z.DeOssie, downed by NYG-Z.DeOssie.",1,0,0,0,NA,NA,NA,0,0,"Clean","Punt",NA,"None",0,NA,NA,0,0,0,NA,0,NA,NA,"None",0,NA,NA,NA,"None",0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,"NE","NYG",0,"None",3,3,3,3,3,0.00357047907159657,0.15775681330896,0.00236357788100877,0.225646867496986,0.465744069531562,0.00947639492119333,0.135441797788693,0,0,0.306751914790122,0.682474809609167,NA,NA,0.499315937607636,0.500684062392364,0.461773926092355,0.538226073907645,0.500684062392364,0.0375420115152811
"13",2012-02-05,"2012020500",2,1,"1","09:00",9,3240,10,"NE",6,94,10,-6,0,0,"NE","NYG","(9:00) (Run formation) T.Brady pass incomplete deep middle [J.Tuck]. PENALTY on NE-T.Brady, Intentional Grounding, 6 yards, enforced in End Zone, SAFETY.",1,0,1,0,NA,NA,NA,1,0,NA,"Pass","T.Brady","00-0019596",1,"Incomplete Pass","Deep",39,0,1,"middle",0,NA,NA,"None",0,NA,NA,NA,"None",0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,1,"NE","Intentional Grounding","T.Brady",6,0,0,0,0,"NE","NYG",0,"None",3,3,3,3,3,0.0065166548487575,0.22353290959923,0.0183303064801867,0.350592508552616,0.154543044167767,0.00336819794726351,0.243116378404179,0,0,-0.98922672439929,NA,3.61943326596333,NA,0.461773926092355,0.538226073907645,0.435396473782916,0.564603526217084,0.461773926092355,-0.0263774523094393
"14",2012-02-05,"2012020500",3,1,NA,"08:52",9,3232,8,"NE",20,20,0,0,0,NA,"NYG","NE","Z.Mesko kicks 62 yards from NE 20 to NYG 18. W.Blackmon to NYG 22 for 4 yards (M.Slater).",1,4,0,0,NA,NA,NA,0,0,NA,"Kickoff",NA,"None",0,NA,NA,0,0,0,NA,0,NA,NA,"None",0,NA,NA,NA,"None",0,NA,"W.Blackmon",NA,"M.Slater",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,2,0,2,2,"NE","NYG",0,"None",3,3,3,3,3,0.0054784201199876,0.177376667668541,0.00633947434530023,0.276844639873082,0.20981438369708,0.00371914460449247,0.320427269691517,0,0,0.397150897333044,0.200670977100285,NA,NA,0.435396473782916,0.564603526217084,0.429029879913953,0.570970120086047,0.564603526217084,0.00636659386896288
"15",2012-02-05,"2012020500",3,1,"1","08:46",9,3226,6,"NYG",22,78,10,13,0,1,"NYG","NE","(8:46) (Run formation) E.Manning pass short left to H.Hynoski to NYG 35 for 13 yards (J.Mayo; T.White).",1,13,0,0,NA,NA,NA,0,0,NA,"Pass","E.Manning","00-0022803",1,"Complete","Short",2,11,0,"left",0,NA,NA,"None",0,NA,NA,"H.Hynoski","00-0028492",1,NA,NA,NA,"J.Mayo","T.White",NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,2,0,2,2,"NE","NYG",0,"None",3,3,3,3,3,0.00542086199658006,0.170478636309397,0.00541700307670794,0.265737838715448,0.217911008048033,0.00374378531957299,0.331290866534261,0,0,0.597821874433329,1.23688131544095,-0.390461313438487,1.62734262887944,0.429029879913953,0.570970120086047,0.388978647231306,0.611021352768694,0.570970120086047,0.0400512326826465
"16",2012-02-05,"2012020500",3,1,"1","08:05",9,3185,41,"NYG",35,65,10,21,0,0,"NYG","NE","(8:05) (Shotgun) E.Manning pass short left to D.Ware to NYG 43 for 8 yards (J.Mayo).",1,8,0,0,NA,NA,NA,0,0,NA,"Pass","E.Manning","00-0022803",1,"Complete","Short",-2,10,0,"left",0,NA,NA,"None",0,NA,NA,"D.Ware","00-0024559",1,NA,NA,NA,"J.Mayo",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,2,0,2,2,"NE","NYG",0,"None",3,3,3,3,3,0.00491886959814355,0.127086585550392,0.00188914583441972,0.196325846064813,0.26890438920012,0.00376343064343164,0.39711173310868,0,0,1.83470318987428,0.561331675327479,-0.95445117117565,1.51578284650313,0.388978647231306,0.611021352768694,0.369871830854492,0.630128169145508,0.611021352768694,0.0191068163768144
"17",2012-02-05,"2012020500",3,1,"2","07:27",8,3147,38,"NYG",43,57,2,45,0,1,"NYG","NE","(7:27) (Run formation) A.Bradshaw left tackle pushed ob at NE 33 for 24 yards (M.Anderson).",1,24,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"A.Bradshaw","00-0025637",1,"left","tackle",NA,"None",0,NA,NA,NA,"M.Anderson",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,2,0,2,2,"NE","NYG",0,"None",3,3,3,3,3,0.00490102825222291,0.107468494890925,0.00160714180567302,0.16497151051997,0.28812791485903,0.00367918103133475,0.429244728640844,0,0,2.39603486520176,1.55780794809856,NA,NA,0.369871830854492,0.630128169145508,0.3181827130618,0.6818172869382,0.630128169145508,0.0516891177926919
"18",2012-02-05,"2012020500",3,1,"1","06:53",7,3113,34,"NE",33,33,10,51,0,0,"NYG","NE","(6:53) (Shotgun) D.Ware left end to NE 27 for 6 yards (J.Mayo).",1,6,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"D.Ware","00-0024559",1,"left","end",NA,"None",0,NA,NA,NA,"J.Mayo",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,2,0,2,2,"NE","NYG",0,"None",3,3,3,3,3,0.00271536110462573,0.0501705194955642,0.000124464283934224,0.0754090979752668,0.363359988476053,0.00303139197966042,0.505189176684896,0,0,3.95384281330032,0.247346397450416,NA,NA,0.3181827130618,0.6818172869382,0.309632693813206,0.690367306186794,0.6818172869382,0.00855001924859378
"19",2012-02-05,"2012020500",3,1,"2","06:13",7,3073,40,"NE",27,27,4,60,0,1,"NYG","NE","(6:13) (Run formation) E.Manning pass short right to B.Pascoe pushed ob at NE 18 for 9 yards (P.Chung).",1,9,0,0,NA,NA,NA,0,0,NA,"Pass","E.Manning","00-0022803",1,"Complete","Short",2,7,0,"right",0,NA,NA,"None",0,NA,NA,"B.Pascoe","00-0026931",1,NA,NA,NA,"P.Chung",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,2,0,2,2,"NE","NYG",0,"None",3,3,3,3,3,0.0025837106947478,0.0426232903834231,0.000246912680743735,0.0641981492854649,0.360094829056078,0.00262325804085635,0.527629849858686,0,0,4.20118921075074,0.299493110881522,-0.353413010778164,0.652906121659686,0.309632693813206,0.690367306186794,0.299927769568228,0.700072230431772,0.690367306186794,0.0097049242449786
"20",2012-02-05,"2012020500",3,1,"1","05:43",6,3043,30,"NE",18,18,10,62,0,0,"NYG","NE","(5:43) (Run formation) B.Jacobs right guard to NE 16 for 2 yards (R.Ninkovich).",1,2,0,0,NA,NA,NA,0,0,NA,"Run",NA,"None",0,NA,NA,0,0,0,NA,0,NA,"B.Jacobs","00-0023545",1,"right","guard",NA,"None",0,NA,NA,NA,"R.Ninkovich",NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,2,0,2,2,"NE","NYG",0,"None",3,3,3,3,3,0.00214300714116358,0.0302299124010518,3.7983426233769e-05,0.0439803350697689,0.38847461781764,0.00241049825712962,0.532723645887012,0,0,4.50068232163226,-0.269305239412601,NA,NA,0.299927769568228,0.700072230431772,0.309589865220435,0.690410134779565,0.700072230431772,-0.00966209565220699
"21",2012-02-05,"2012020500",3,1,"2","05:04",6,3004,39,"NE",16,16,8,78,0,0,"NYG","NE","(5:04) (Run formation) E.Manning pass short middle to H.Nicks to NE 11 for 5 yards (R.Ninkovich) [K.Arrington].",1,5,0,0,NA,NA,NA,0,0,NA,"Pass","E.Manning","00-0022803",1,"Complete","Short",5,0,1,"middle",0,NA,NA,"None",0,NA,NA,"H.Nicks","00-0027005",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,2,0,2,2,"NE","NYG",0,"None",3,3,3,3,3,0.00253868840431306,0.0318892649684341,8.46887002350819e-05,0.0469958999781995,0.440246725696937,0.00245354969623066,0.475791182555651,0,0,4.23137708221966,-0.0208575762585328,-0.0208575762585328,0,0.309589865220435,0.690410134779565,0.31196641293139,0.68803358706861,0.690410134779565,-0.00237654771095541
